target_id	length	eff_length	est_counts	tpm
LOC_Os01g01920.1	2324	2125	8.9468	1.40119
LOC_Os01g01920.2	2220	2021	227.053	37.3894
LOC_Os01g01925.1	579	380	0	0
LOC_Os01g01930.1	726	527	1	0.631505
LOC_Os01g01940.1	1243	1044	3	0.95633
LOC_Os01g01950.1	663	464	0	0
LOC_Os01g01960.1	4570	4371	2018	153.648
LOC_Os01g01970.2	1089	890	25	9.3484
LOC_Os01g01970.1	1151	952	0	0
LOC_Os01g01980.1	642	443	0	0
LOC_Os01g01990.1	354	155.009	0	0
LOC_Os01g02000.1	2767	2568	3.37746	0.437706
LOC_Os01g02010.1	1408	1209	2.62254	0.721911
LOC_Os01g02020.1	2319	2120	554	86.9683
LOC_Os01g02020.3	2184	1985	0	0
LOC_Os01g02040.1	3085	2886	1	0.115316
LOC_Os01g02040.2	2608	2409	0	0
LOC_Os01g02050.1	3492	3293	6	0.606383
LOC_Os01g02060.1	2088	1889	0	0
LOC_Os01g02060.2	2007	1808	0	0
LOC_Os01g02070.1	483	284	1	1.17184
LOC_Os01g02080.1	1234	1035	33	10.6111
LOC_Os01g02090.2	2440	2241	13.1615	1.95457
LOC_Os01g02090.1	2454	2255	403.838	59.6003
LOC_Os01g02100.4	2522	2323	0.606093	0.0868315
LOC_Os01g02100.1	2574	2375	41.6292	5.8334
LOC_Os01g02100.3	2404	2205	34.7907	5.251
LOC_Os01g02100.2	2406	2207	12.974	1.95641
LOC_Os01g02110.1	1475	1276	0	0
LOC_Os01g02120.1	1055	856	0	0
LOC_Os01g02130.1	945	746	0	0
LOC_Os01g02139.1	527	328	14	14.205
LOC_Os01g02150.1	1049	850	26	10.1799
LOC_Os01g02160.1	821	622	0	0
LOC_Os01g02170.2	3681	3482	26	2.48503
LOC_Os01g02170.1	3985	3786	0	0
LOC_Os01g02180.1	2126	1927	11.5947	2.00247
LOC_Os01g02180.2	1610	1411	75.8681	17.8945
LOC_Os01g02190.1	1045	846	1	0.393384
LOC_Os01g02200.1	1607	1408	204	48.2186
LOC_Os01g02210.1	1935	1736	0	0
LOC_Os01g02220.1	2454	2255	0	0
LOC_Os01g02230.1	2898	2699	0	0
LOC_Os01g02240.1	4758	4559	0	0
LOC_Os01g02250.1	4035	3836	0	0
LOC_Os01g02260.1	1185	986	0	0
LOC_Os01g02270.1	3504	3305	10.0437	1.01136
LOC_Os01g02280.1	5367	5168	0	0
LOC_Os01g02290.1	2101	1902	17.6084	3.08103
LOC_Os01g02290.2	1985	1786	0	0
LOC_Os01g02300.1	2467	2268	7	1.02717
LOC_Os01g02310.1	1884	1685	10	1.97509
LOC_Os01g02320.1	2816	2617	26	3.30641
LOC_Os01g02334.1	632	433	1	0.768598
LOC_Os01g02350.1	2646	2447	43	5.84819
LOC_Os01g02360.1	2399	2200	21.146	3.19885
LOC_Os01g02370.1	2192	1993	17	2.83876
LOC_Os01g02380.1	3615	3416	0	0
LOC_Os01g02390.2	1930	1731	31.9921	6.15082
LOC_Os01g02390.1	2258	2059	430.008	69.5036
LOC_Os01g02400.3	3409	3210	55.7072	5.77555
LOC_Os01g02400.1	2282	2083	73.4224	11.7308
LOC_Os01g02400.2	2392	2193	34.0743	5.17102
LOC_Os01g02410.1	2136	1937	0	0
LOC_Os01g02420.1	1743	1544	1	0.215546
LOC_Os01g02430.1	2095	1896	0	0
LOC_Os01g02440.1	1686	1487	0	0
LOC_Os01g02450.1	380	181.001	0	0
LOC_Os01g02460.1	915	716	0	0
LOC_Os01g02470.1	486	287	0	0
LOC_Os01g02480.1	414	215	0	0
LOC_Os01g02490.1	1415	1216	15.3068	4.18927
LOC_Os01g02490.2	772	573	3.69319	2.14503
LOC_Os01g02500.1	615	416	17	13.6001
LOC_Os01g02510.1	794	595	4	2.23733
LOC_Os01g02520.1	2565	2366	2	0.281321
LOC_Os01g02530.1	5814	5615	5.87909	0.348455
LOC_Os01g02540.1	3765	3566	4	0.373307
LOC_Os01g02550.1	2202	2003	5	0.830761
LOC_Os01g02560.1	2059	1860	8	1.43141
LOC_Os01g02570.1	2019	1820	21	3.84003
LOC_Os01g02580.1	1941	1742	19	3.62988
LOC_Os01g02590.1	2487	2288	56	8.14553
LOC_Os01g02600.1	1803	1604	28.7961	5.97471
LOC_Os01g02610.1	2682	2483	2	0.268065
LOC_Os01g02629.1	1743	1544	0	0
LOC_Os01g02650.1	6084	5885	0	0
LOC_Os01g02660.1	3084	2885	0	0
LOC_Os01g02670.1	3312	3113	0	0
LOC_Os01g02680.1	2282	2083	1	0.159771
LOC_Os01g02690.1	1926	1727	4	0.770823
LOC_Os01g02700.1	2361	2162	80	12.3146
LOC_Os01g02710.1	603	404	294	242.188
LOC_Os01g02720.1	2246	2047	240.571	39.1123
LOC_Os01g02720.2	2572	2373	42.5639	5.9694
LOC_Os01g02730.1	1878	1679	19	3.76608
LOC_Os01g02740.1	8799	8600	5	0.19349
LOC_Os01g02750.1	1390	1191	31.4872	8.79851
LOC_Os01g02760.1	2139	1940	16	2.74477
LOC_Os01g02770.1	1992	1793	16.3453	3.03389
LOC_Os01g02780.1	2373	2174	3	0.45925
LOC_Os01g02790.1	1464	1265	0	0
LOC_Os01g02800.1	2267	2068	2.58232	0.415572
LOC_Os01g02810.1	1926	1727	3.16749	0.610394
LOC_Os01g02830.1	2360	2161	2.41768	0.372333
LOC_Os01g02840.1	1911	1712	4	0.777577
LOC_Os01g02850.1	174	24.7278	0	0
LOC_Os01g02860.1	3042	2843	17	1.99003
LOC_Os01g02870.1	1503	1304	45	11.4848
LOC_Os01g02880.1	1531	1332	339	84.6999
LOC_Os01g02884.1	2847	2648	310	38.9611
LOC_Os01g02890.1	2918	2719	3	0.367197
LOC_Os01g02900.2	2110	1911	0	0
LOC_Os01g02900.1	2081	1882	73	12.9089
LOC_Os01g02910.1	2195	1996	0	0
LOC_Os01g02920.1	2288	2089	135	21.5071
LOC_Os01g02930.1	1950	1751	7	1.33045
LOC_Os01g02940.1	2623	2424	0	0
LOC_Os01g02940.3	2663	2464	0	0
LOC_Os01g02940.4	2715	2516	0.970018	0.128309
LOC_Os01g02940.6	2709	2510	13.03	1.72766
LOC_Os01g02940.2	2650	2451	0	0
LOC_Os01g02950.1	1143	944	0	0
LOC_Os01g02960.1	1861	1662	117	23.4284
LOC_Os01g02970.1	780	581	0	0
LOC_Os01g02980.1	1629	1430	0	0
LOC_Os01g02990.1	384	185	5	8.99466
LOC_Os01g03010.1	405	206	0	0
LOC_Os01g03020.1	3125	2926	296.142	33.6831
LOC_Os01g03020.2	2652	2453	14.8583	2.01585
LOC_Os01g03030.1	1452	1253	75.2619	19.9899
LOC_Os01g03030.2	1421	1222	17.7381	4.83085
LOC_Os01g03040.1	1049	850	307	120.201
LOC_Os01g03050.1	1494	1295	78	20.0453
LOC_Os01g03060.3	1368	1169	95.9992	27.33
LOC_Os01g03060.1	1959	1760	70.1963	13.2736
LOC_Os01g03060.2	1332	1133	68.8045	20.2104
LOC_Os01g03070.1	3512	3313	945	94.9287
LOC_Os01g03070.2	3493	3294	0	0
LOC_Os01g03080.1	1001	802	4	1.65987
LOC_Os01g03090.1	1388	1189	112.294	31.4314
LOC_Os01g03090.2	1028	829	91.0977	36.5713
LOC_Os01g03100.1	1808	1609	3.60782	0.746236
LOC_Os01g03100.2	1825	1626	3.90006e-05	7.98249e-06
LOC_Os01g03110.1	2056	1857	89	15.9502
LOC_Os01g03130.1	1117	918	11	3.98784
LOC_Os01g03144.1	3584	3385	313	30.7732
LOC_Os01g03160.1	1900	1701	76.6667	15
LOC_Os01g03160.2	1804	1605	20.3333	4.21618
LOC_Os01g03170.1	1956	1757	0	0
LOC_Os01g03180.1	1568	1369	9	2.18789
LOC_Os01g03190.1	1394	1195	0	0
LOC_Os01g03200.1	1126	927	0	0
LOC_Os01g03210.1	918	719	0	0
LOC_Os01g03220.1	345	146.021	0	0
LOC_Os01g03230.1	1554	1355	0	0
LOC_Os01g03240.1	501	302	0	0
LOC_Os01g03250.1	210	36.5455	0	0
LOC_Os01g03260.1	1824	1625	0	0
LOC_Os01g03270.1	870	671	0	0
LOC_Os01g03280.1	723	524	0	0
LOC_Os01g03290.1	879	680	7	3.42591
LOC_Os01g03300.1	1161	962	2	0.691898
LOC_Os01g03310.1	911	712	662	309.432
LOC_Os01g03320.1	959	760	641	280.693
LOC_Os01g03330.1	1863	1664	1707	341.403
LOC_Os01g03340.1	1220	1021	4465.41	1455.53
LOC_Os01g03350.1	288	90.399	0	0
LOC_Os01g03360.1	1174	975	225.708	77.0424
LOC_Os01g03370.1	2895	2696	0	0
LOC_Os01g03380.1	788	589	0	0
LOC_Os01g03390.1	996	797	3068.89	1281.47
LOC_Os01g03400.1	387	188	0	0
LOC_Os01g03410.1	672	473	0	0
LOC_Os01g03420.1	1254	1055	0	0
LOC_Os01g03429.1	861	662	0	0
LOC_Os01g03440.1	963	764	0	0
LOC_Os01g03452.1	3684	3485	0	0
LOC_Os01g03464.1	790	591	0	0
LOC_Os01g03480.1	285	87.6516	0	0
LOC_Os01g03490.1	2429	2230	5	0.746195
LOC_Os01g03500.1	1258	1059	21	6.59949
LOC_Os01g03510.1	2301	2102	337	53.3561
LOC_Os01g03520.1	3960	3761	488	43.1821
LOC_Os01g03530.2	2221	2022	2	0.329182
LOC_Os01g03530.1	2393	2194	0	0
LOC_Os01g03549.1	2304	2105	79	12.49
LOC_Os01g03570.1	2278	2079	44	7.04345
LOC_Os01g03580.1	2985	2786	0	0
LOC_Os01g03590.1	1782	1583	0	0
LOC_Os01g03600.1	2673	2474	0	0
LOC_Os01g03610.1	3078	2879	0	0
LOC_Os01g03620.1	1909	1710	0	0
LOC_Os01g03630.1	2040	1841	0	0
LOC_Os01g03640.1	2292	2093	0	0
LOC_Os01g03650.1	1739	1540	207	44.7339
LOC_Os01g03660.2	1783	1584	2.05468	0.431695
LOC_Os01g03660.3	1570	1371	31.9453	7.75456
LOC_Os01g03670.1	1246	1047	0	0
LOC_Os01g03680.1	996	797	1	0.41757
LOC_Os01g03690.1	3298	3099	39	4.18823
LOC_Os01g03710.1	1731	1532	66	14.3375
LOC_Os01g03720.1	1589	1390	120	28.7312
LOC_Os01g03740.1	3175	2976	24.2891	2.71623
LOC_Os01g03730.1	1304	1105	427.711	128.818
LOC_Os01g03750.1	895	696	25	11.9541
LOC_Os01g03760.1	2504	2305	546.499	78.9052
LOC_Os01g03760.2	2850	2651	30.5012	3.82908
LOC_Os01g03770.1	246	56.2527	0	0
LOC_Os01g03780.1	5694	5495	0	0
LOC_Os01g03790.1	405	206	0	0
LOC_Os01g03800.1	1764	1565	0	0
LOC_Os01g03810.1	1025	826	6.34014	2.5545
LOC_Os01g03820.1	3187	2988	216.66	24.1315
LOC_Os01g03830.1	5214	5015	1.28688	0.085399
LOC_Os01g03840.1	989	790	0	0
LOC_Os01g03860.1	930	731	0	0
LOC_Os01g03870.1	2392	2193	64	9.71244
LOC_Os01g03880.1	258	64.9	0	0
LOC_Os01g03890.1	985	786	0	0
LOC_Os01g03900.1	676	477	0	0
LOC_Os01g03914.2	2233	2034	29.0401	4.75154
LOC_Os01g03914.1	2241	2042	508.201	82.826
LOC_Os01g03914.3	2314	2115	16.7589	2.63708
LOC_Os01g03930.1	261	67.2176	0	0
LOC_Os01g03940.1	1140	941	27	9.54908
LOC_Os01g03950.1	3485	3286	7	0.708953
LOC_Os01g03960.1	360	161.005	0	0
LOC_Os01g03970.1	312	113.306	0	0
LOC_Os01g03980.1	1018	819	46	18.6922
LOC_Os01g03989.1	369	170.002	0	0
LOC_Os01g04000.1	393	194	0	0
LOC_Os01g04005.1	4441	4242	0	0
LOC_Os01g04010.1	528	329	143	144.653
LOC_Os01g04020.1	1958	1759	694.431	131.386
LOC_Os01g04020.2	2132	1933	31.5689	5.4352
LOC_Os01g04030.1	916	717	52	24.1363
LOC_Os01g04040.1	306	107.463	3.00376	9.30241
LOC_Os01g04050.1	804	605	4478	2463.29
LOC_Os01g04070.1	3636	3437	0	0
LOC_Os01g04080.1	1042	843	0	0
LOC_Os01g04090.1	1685	1486	0	0
LOC_Os01g04100.1	1208	1009	38	12.5337
LOC_Os01g04110.1	825	626	30	15.949
LOC_Os01g04120.1	1802	1603	24	4.9827
LOC_Os01g04130.1	447	248	27	36.2326
LOC_Os01g04140.1	2097	1898	0	0
LOC_Os01g04150.1	2829	2630	0	0
LOC_Os01g04160.1	3091	2892	1	0.115077
LOC_Os01g04170.1	1025	826	0	0
LOC_Os01g04180.1	885	686	0	0
LOC_Os01g04190.3	2339	2140	243.223	37.8249
LOC_Os01g04190.4	2414	2215	0	0
LOC_Os01g04190.1	2317	2118	96.3205	15.1349
LOC_Os01g04190.2	2295	2096	165.456	26.2712
LOC_Os01g04200.2	2423	2224	78.2645	11.7116
LOC_Os01g04200.1	2002	1803	23.6923	4.3732
LOC_Os01g04200.3	2665	2466	0	0
LOC_Os01g04200.4	2188	1989	24.0432	4.02294
LOC_Os01g04210.1	1236	1037	1	0.320929
LOC_Os01g04220.1	1215	1016	0	0
LOC_Os01g04230.1	2384	2185	0	0
LOC_Os01g04250.1	2991	2792	5	0.595994
LOC_Os01g04260.1	1289	1090	33	10.0757
LOC_Os01g04270.1	240	52.3196	0	0
LOC_Os01g04280.1	1953	1754	27	5.12296
LOC_Os01g04290.1	1704	1505	0	0
LOC_Os01g04300.1	2003	1804	6	1.10688
LOC_Os01g04310.1	300	101.683	0	0
LOC_Os01g04320.1	660	461	0	0
LOC_Os01g04324.1	1956	1757	1	0.189415
LOC_Os01g04330.1	911	712	56	26.1755
LOC_Os01g04340.1	932	733	0	0
LOC_Os01g04350.1	951	752	314	138.963
LOC_Os01g04360.1	789	590	259.687	146.482
LOC_Os01g04370.1	851	652	27.2294	13.8988
LOC_Os01g04380.1	844	645	66.0841	34.0977
LOC_Os01g04390.1	778	579	4	2.29916
LOC_Os01g04409.1	2460	2261	238	35.0319
LOC_Os01g04430.1	1011	812	2	0.819712
LOC_Os01g04440.1	1620	1421	0	0
LOC_Os01g04450.1	2362	2163	35	5.38516
LOC_Os01g04460.1	1890	1691	9	1.77128
LOC_Os01g04470.1	924	725	0	0
LOC_Os01g04480.1	1907	1708	13	2.53304
LOC_Os01g04490.1	1734	1535	6	1.30086
LOC_Os01g04500.1	543	344	3	2.90235
LOC_Os01g04510.1	567	368	16	14.4697
LOC_Os01g04520.1	1881	1682	1	0.197861
LOC_Os01g04530.1	753	554	24	14.4175
LOC_Os01g04540.1	2208	2009	42.8729	7.10215
LOC_Os01g04550.1	1737	1538	10	2.16387
LOC_Os01g04560.1	1026	827	1	0.402422
LOC_Os01g04570.2	2250	2051	5.35689	0.869229
LOC_Os01g04570.1	2254	2055	0.643109	0.10415
LOC_Os01g04580.1	2292	2093	12	1.90809
LOC_Os01g04590.1	1481	1282	31	8.0475
LOC_Os01g04600.2	1659	1460	3	0.683842
LOC_Os01g04600.1	1223	1024	0	0
LOC_Os01g04610.1	306	107.463	0	0
LOC_Os01g04620.2	1693	1494	0	0
LOC_Os01g04620.3	1573	1374	24.1461	5.84853
LOC_Os01g04620.1	1576	1377	15.8539	3.83169
LOC_Os01g04630.1	1746	1547	596	128.216
LOC_Os01g04640.1	886	687	5	2.42215
LOC_Os01g04650.1	3441	3242	313	32.1306
LOC_Os01g04660.2	1703	1504	0	0
LOC_Os01g04660.1	1577	1378	2	0.483023
LOC_Os01g04670.1	799	600	24	13.3121
LOC_Os01g04680.1	1260	1061	0	0
LOC_Os01g04690.1	204	34.1075	0	0
LOC_Os01g04699.1	564	365	5	4.55895
LOC_Os01g04710.1	1986	1787	5	0.931178
LOC_Os01g04720.2	3869	3670	0	0
LOC_Os01g04720.1	3149	2950	14	1.5794
LOC_Os01g04730.1	705	506	140	92.0799
LOC_Os01g04740.1	381	182	0	0
LOC_Os01g04750.1	1669	1470	1.02012	0.230952
LOC_Os01g04760.1	249	58.3182	0	0
LOC_Os01g04770.1	432	233	0	0
LOC_Os01g04780.1	8220	8021	0	0
LOC_Os01g04790.1	1911	1712	0	0
LOC_Os01g04800.1	1597	1398	432.953	103.067
LOC_Os01g04814.3	1970	1771	21.6282	4.06432
LOC_Os01g04814.4	1912	1713	0	0
LOC_Os01g04814.1	1888	1689	784.372	154.554
LOC_Os01g04830.1	378	179.001	0	0
LOC_Os01g04840.1	1347	1148	0	0
LOC_Os01g04850.1	873	674	0	0
LOC_Os01g04860.1	1772	1573	117	24.7539
LOC_Os01g04870.1	2109	1910	27	4.70454
LOC_Os01g04880.1	3280	3081	102.486	11.0703
LOC_Os01g04880.2	2549	2350	5.19101e-07	7.35142e-08
LOC_Os01g04900.3	2854	2655	0	0
LOC_Os01g04900.2	2877	2678	0	0
LOC_Os01g04900.1	2054	1855	253.514	45.4827
LOC_Os01g04910.1	1057	858	67	25.9881
LOC_Os01g04920.2	1853	1654	0	0
LOC_Os01g04920.3	981	782	0	0
LOC_Os01g04920.1	1891	1692	72	14.1618
LOC_Os01g04930.1	2451	2252	167	24.6794
LOC_Os01g04950.3	2472	2273	74.5254	10.9117
LOC_Os01g04950.1	2778	2579	178.412	23.023
LOC_Os01g04950.4	3836	3637	27.7073	2.53535
LOC_Os01g04950.2	2283	2084	228.355	36.467
LOC_Os01g04960.1	4374	4175	0	0
LOC_Os01g04970.1	171	24.0032	0	0
LOC_Os01g04980.1	2274	2075	0	0
LOC_Os01g04990.1	1499	1300	56	14.3361
LOC_Os01g04990.2	1462	1263	0	0
LOC_Os01g05000.1	654	455	0	0
LOC_Os01g05010.1	1184	985	47	15.8799
LOC_Os01g05020.1	2016	1817	0	0
LOC_Os01g05030.1	2646	2447	0	0
LOC_Os01g05040.1	1434	1235	0	0
LOC_Os01g05050.1	807	608	0	0
LOC_Os01g05060.1	1178	979	252	85.6653
LOC_Os01g05064.1	659	460	64	46.303
LOC_Os01g05070.1	1519	1320	123	31.0112
LOC_Os01g05070.2	1510	1311	0	0
LOC_Os01g05080.1	999	800	75.8589	31.5576
LOC_Os01g05080.2	1382	1183	12.9482	3.6426
LOC_Os01g05090.1	1070	871	131.718	50.3284
LOC_Os01g05100.1	1827	1628	3.27575	0.669642
LOC_Os01g05105.1	4813	4614	15	1.08193
LOC_Os01g05120.1	846	647	0	0
LOC_Os01g05130.1	1027	828	70	28.1355
LOC_Os01g05140.1	657	458	17	12.353
LOC_Os01g05150.1	802	603	2	1.10382
LOC_Os01g05160.1	504	305	0	0
LOC_Os01g05170.1	673	474	1	0.702116
LOC_Os01g05180.1	1122	923	28.3696	10.2291
LOC_Os01g05200.1	2814	2615	0	0
LOC_Os01g05210.1	333	134.061	0	0
LOC_Os01g05220.1	504	305	0	0
LOC_Os01g05240.1	222	42.1033	0	0
LOC_Os01g05250.1	369	170.002	4	7.83057
LOC_Os01g05260.1	522	323	4	4.1214
LOC_Os01g05280.1	357	158.007	1	2.10626
LOC_Os01g05289.1	955	756	39.6304	17.4459
LOC_Os01g05300.1	159	21.4084	0	0
LOC_Os01g05310.1	970	771	0	0
LOC_Os01g05320.1	4128	3929	0	0
LOC_Os01g05330.1	714	515	0	0
LOC_Os01g05340.1	837	638	0	0
LOC_Os01g05350.1	786	587	0	0
LOC_Os01g05360.1	381	182	0	0
LOC_Os01g05370.1	3255	3056	0	0
LOC_Os01g05380.1	541	342	1	0.973108
LOC_Os01g05390.1	240	52.3196	0	0
LOC_Os01g05400.1	555	356	0	0
LOC_Os01g05410.1	402	203	0	0
LOC_Os01g05420.1	2221	2022	512	84.2706
LOC_Os01g05430.1	1294	1095	3	0.911789
LOC_Os01g05440.1	1236	1037	0	0
LOC_Os01g05450.1	501	302	2	2.20399
LOC_Os01g05460.1	600	401	3	2.4898
LOC_Os01g05470.1	2567	2368	105	14.7569
LOC_Os01g05480.3	2227	2028	0	0
LOC_Os01g05480.2	1796	1597	3	0.625178
LOC_Os01g05480.1	1870	1671	0	0
LOC_Os01g05490.2	1552	1353	0	0
LOC_Os01g05490.1	1423	1224	2115	575.064
LOC_Os01g05500.1	6560	6361	82.0854	4.29465
LOC_Os01g05500.2	6649	6450	1355.91	69.9616
LOC_Os01g05510.4	2286	2087	85.3798	13.6151
LOC_Os01g05510.5	2219	2020	15.2641	2.51481
LOC_Os01g05510.1	1853	1654	0	0
LOC_Os01g05510.3	1920	1721	17.8878	3.45911
LOC_Os01g05510.2	1735	1536	17.4683	3.78484
LOC_Os01g05520.1	677	478	0	0
LOC_Os01g05530.1	2597	2398	142	19.7073
LOC_Os01g05540.1	1603	1404	195	46.2226
LOC_Os01g05550.1	456	257	0	0
LOC_Os01g05560.1	1553	1354	86	21.1382
LOC_Os01g05570.1	480	281	0	0
LOC_Os01g05580.1	534	335	1	0.993442
LOC_Os01g05585.1	195	30.8351	0	0
LOC_Os01g05590.1	1221	1022	4.12311	1.34264
LOC_Os01g05600.1	2973	2774	6	0.719833
LOC_Os01g05610.1	974	775	81.6383	35.0574
LOC_Os01g05620.1	2970	2771	8	0.960817
LOC_Os01g05630.1	972	773	141.322	60.8438
LOC_Os01g05640.1	3307	3108	26	2.78407
LOC_Os01g05650.1	757	558	2413	1439.16
LOC_Os01g05660.1	2993	2794	0	0
LOC_Os01g05660.3	2913	2714	34.4486	4.22425
LOC_Os01g05660.2	2863	2664	92.5514	11.5621
LOC_Os01g05670.1	1443	1244	395	105.673
LOC_Os01g05680.1	642	443	32	24.0399
LOC_Os01g05694.1	555	356	78.9821	73.8356
LOC_Os01g05710.1	784	585	2	1.13779
LOC_Os01g05720.1	705	506	0	0
LOC_Os01g05730.1	1215	1016	0	0
LOC_Os01g05744.1	1264	1065	6	1.87495
