target_id	length	eff_length	est_counts	tpm
LOC_Os01g01460.1	312	113.306	0	0
LOC_Os01g01470.1	1558	1359	0	0
LOC_Os01g01484.4	1906	1707	847.688	34.7191
LOC_Os01g01484.1	2241	2042	287.454	9.8419
LOC_Os01g01484.2	2238	2039	87.1859	2.98947
LOC_Os01g01484.5	2301	2102	23.2747	0.774135
LOC_Os01g01500.1	303	104.564	0	0
LOC_Os01g01510.2	2506	2307	119.447	3.61988
LOC_Os01g01510.1	2425	2226	1066.55	33.4983
LOC_Os01g01520.1	1745	1546	15	0.67834
LOC_Os01g01530.1	1350	1151	0	0
LOC_Os01g01540.1	513	314	0	0
LOC_Os01g01550.1	1329	1130	0	0
LOC_Os01g01560.1	2240	2041	9.37714	0.321213
LOC_Os01g01570.1	1950	1751	413.695	16.5181
LOC_Os01g01580.1	692	493	9	1.27633
LOC_Os01g01590.1	339	140.036	6	2.99555
LOC_Os01g01600.1	1700	1501	1	0.0465784
LOC_Os01g01610.1	837	638	95	10.4104
LOC_Os01g01620.1	1609	1410	1155	57.2702
LOC_Os01g01640.1	1026	827	680	57.4869
LOC_Os01g01650.1	1313	1114	1	0.0627596
LOC_Os01g01660.1	1207	1008	16	1.10975
LOC_Os01g01670.2	1117	918	19.407	1.47802
LOC_Os01g01670.1	991	792	160.593	14.1764
LOC_Os01g01680.1	1023	824	55	4.66661
LOC_Os01g01689.3	9026	8827	1401.14	11.0977
LOC_Os01g01689.1	8736	8537	1160.86	9.50694
LOC_Os01g01700.1	779	580	840	101.255
LOC_Os01g01710.1	1902	1703	5240.16	215.127
LOC_Os01g01710.2	1801	1602	100.838	4.40075
LOC_Os01g01720.1	1913	1714	662.379	27.0185
LOC_Os01g01720.2	1910	1711	245.621	10.0365
LOC_Os01g01730.1	573	374	0	0
LOC_Os01g01740.1	2068	1869	57	2.13222
LOC_Os01g01760.1	711	512	36.8359	5.02999
LOC_Os01g01770.1	1005	806	1	0.0867422
LOC_Os01g01780.1	2084	1885	72	2.67046
LOC_Os01g01790.1	2404	2205	3792.04	120.235
LOC_Os01g01790.2	2061	1862	76.9595	2.88967
LOC_Os01g01800.2	3133	2934	471.037	11.2243
LOC_Os01g01800.1	3071	2872	459.963	11.1971
LOC_Os01g01810.1	318	119.198	0	0
LOC_Os01g01830.1	3274	3075	1842	41.8803
LOC_Os01g01840.1	1284	1085	48	3.09298
LOC_Os01g01850.1	6084	5885	0	0
LOC_Os01g01860.1	3144	2945	0	0
LOC_Os01g01870.1	1347	1148	316	19.2447
LOC_Os01g01880.1	625	426	0	0
LOC_Os01g01890.1	2374	2175	13	0.417878
LOC_Os01g01900.1	3243	3044	0	0
LOC_Os01g01910.1	765	566	57	7.04083
LOC_Os01g01920.1	2324	2125	87.2181	2.86955
LOC_Os01g01920.2	2220	2021	911.782	31.5421
LOC_Os01g01925.1	579	380	0	0
LOC_Os01g01930.1	726	527	0	0
LOC_Os01g01940.1	1243	1044	9	0.602709
LOC_Os01g01950.1	663	464	0	0
LOC_Os01g01960.1	4570	4371	7829	125.225
LOC_Os01g01970.2	1089	890	124.596	9.78766
LOC_Os01g01970.1	1151	952	21.4043	1.57192
LOC_Os01g01980.1	642	443	0	0
LOC_Os01g01990.1	354	155.009	0	0
LOC_Os01g02000.1	2767	2568	20.8994	0.56899
LOC_Os01g02010.1	1408	1209	1.1006	0.0636459
LOC_Os01g02020.1	2319	2120	1661	54.7772
LOC_Os01g02020.3	2184	1985	0	0
LOC_Os01g02040.1	3085	2886	46	1.11436
LOC_Os01g02040.2	2608	2409	0	0
LOC_Os01g02050.1	3492	3293	21	0.445855
LOC_Os01g02060.1	2088	1889	0	0
LOC_Os01g02060.2	2007	1808	7	0.270686
LOC_Os01g02070.1	483	284	2	0.492354
LOC_Os01g02080.1	1234	1035	270	18.2385
LOC_Os01g02090.2	2440	2241	45.4981	1.41944
LOC_Os01g02090.1	2454	2255	1742.5	54.0247
LOC_Os01g02100.4	2522	2323	1.90976e-05	5.74771e-07
LOC_Os01g02100.1	2574	2375	118.744	3.49553
LOC_Os01g02100.3	2404	2205	220.107	6.97898
LOC_Os01g02100.2	2406	2207	0.148827	0.0047146
LOC_Os01g02110.1	1475	1276	0	0
LOC_Os01g02120.1	1055	856	0	0
LOC_Os01g02130.1	945	746	5	0.468594
LOC_Os01g02139.1	527	328	65	13.855
LOC_Os01g02150.1	1049	850	99	8.14295
LOC_Os01g02160.1	821	622	0	0
LOC_Os01g02170.2	3681	3482	161.76	3.24794
LOC_Os01g02170.1	3985	3786	21.2402	0.392232
LOC_Os01g02180.1	2126	1927	27.3711	0.993062
LOC_Os01g02180.2	1610	1411	347.878	17.2372
LOC_Os01g02190.1	1045	846	2	0.165282
LOC_Os01g02200.1	1607	1408	905	44.9378
LOC_Os01g02210.1	1935	1736	0	0
LOC_Os01g02220.1	2454	2255	0	0
LOC_Os01g02230.1	2898	2699	0	0
LOC_Os01g02240.1	4758	4559	0	0
LOC_Os01g02250.1	4035	3836	0	0
LOC_Os01g02260.1	1185	986	0	0
LOC_Os01g02270.1	3504	3305	115.032	2.4334
LOC_Os01g02280.1	5367	5168	0	0
LOC_Os01g02290.1	2101	1902	36.2718	1.33329
LOC_Os01g02290.2	1985	1786	0	0
LOC_Os01g02300.1	2467	2268	17	0.524049
LOC_Os01g02310.1	1884	1685	66	2.73848
LOC_Os01g02320.1	2816	2617	102	2.72497
LOC_Os01g02334.1	632	433	7	1.13025
LOC_Os01g02350.1	2646	2447	301	8.6
LOC_Os01g02360.1	2399	2200	125.29	3.98161
LOC_Os01g02370.1	2192	1993	63	2.21003
LOC_Os01g02380.1	3615	3416	0	0
LOC_Os01g02390.2	1930	1731	69.9917	2.82693
LOC_Os01g02390.1	2258	2059	1459.94	49.5728
LOC_Os01g02400.3	3409	3210	390.801	8.5117
LOC_Os01g02400.1	2282	2083	334.593	11.2303
LOC_Os01g02400.2	2392	2193	196.419	6.26195
LOC_Os01g02410.1	2136	1937	0	0
LOC_Os01g02420.1	1743	1544	35	1.58484
LOC_Os01g02430.1	2095	1896	1.167	0.0430327
LOC_Os01g02440.1	1686	1487	2	0.094034
LOC_Os01g02450.1	380	181.001	1	0.386265
LOC_Os01g02460.1	915	716	0	0
LOC_Os01g02470.1	486	287	4	0.974415
LOC_Os01g02480.1	414	215	0	0
LOC_Os01g02490.1	1415	1216	58.6109	3.36985
LOC_Os01g02490.2	772	573	18.3891	2.24374
LOC_Os01g02500.1	615	416	33	5.54608
LOC_Os01g02510.1	794	595	7.7116	0.906136
LOC_Os01g02520.1	2565	2366	19.7834	0.584591
LOC_Os01g02530.1	5814	5615	30.5991	0.381
LOC_Os01g02540.1	3765	3566	5	0.0980289
LOC_Os01g02550.1	2202	2003	19	0.663191
LOC_Os01g02560.1	2059	1860	42	1.57871
LOC_Os01g02570.1	2019	1820	74	2.84267
LOC_Os01g02580.1	1941	1742	100.071	4.0163
LOC_Os01g02590.1	2487	2288	222	6.78364
LOC_Os01g02600.1	1803	1604	178.188	7.76674
LOC_Os01g02610.1	2682	2483	23	0.647615
LOC_Os01g02629.1	1743	1544	0	0
LOC_Os01g02650.1	6084	5885	0	0
LOC_Os01g02660.1	3084	2885	0	0
LOC_Os01g02670.1	3312	3113	2.39969	0.0538941
LOC_Os01g02680.1	2282	2083	0	0
LOC_Os01g02690.1	1926	1727	14	0.566763
LOC_Os01g02700.1	2361	2162	460.833	14.9023
LOC_Os01g02710.1	603	404	1873	324.132
LOC_Os01g02720.1	2246	2047	1583.78	54.0932
LOC_Os01g02720.2	2572	2373	191.97	5.6559
LOC_Os01g02730.1	1878	1679	119	4.95521
LOC_Os01g02740.1	8799	8600	16.778	0.136398
LOC_Os01g02750.1	1390	1191	169.859	9.97111
LOC_Os01g02760.1	2139	1940	59.571	2.14684
LOC_Os01g02770.1	1992	1793	109.541	4.27133
LOC_Os01g02780.1	2373	2174	18	0.578867
LOC_Os01g02790.1	1464	1265	2	0.110536
LOC_Os01g02800.1	2267	2068	17.578	0.594272
LOC_Os01g02810.1	1926	1727	13.2227	0.535297
LOC_Os01g02830.1	2360	2161	49.851	1.61281
LOC_Os01g02840.1	1911	1712	21.4118	0.87441
LOC_Os01g02850.1	174	24.7278	0	0
LOC_Os01g02860.1	3042	2843	100	2.45917
LOC_Os01g02870.1	1503	1304	262	14.0472
LOC_Os01g02880.1	1531	1332	1167	61.2537
LOC_Os01g02884.1	2847	2648	1838	48.5281
LOC_Os01g02890.1	2918	2719	11	0.282845
LOC_Os01g02900.2	2110	1911	0	0
LOC_Os01g02900.1	2081	1882	546	20.2833
LOC_Os01g02910.1	2195	1996	9	0.315245
LOC_Os01g02920.1	2288	2089	334	11.1782
LOC_Os01g02930.1	1950	1751	16	0.638851
LOC_Os01g02940.1	2623	2424	0.00209863	6.05296e-05
LOC_Os01g02940.3	2663	2464	0.000325777	9.24368e-06
LOC_Os01g02940.4	2715	2516	70.7961	1.96727
LOC_Os01g02940.6	2709	2510	0	0
LOC_Os01g02940.2	2650	2451	0.201489	0.00574743
LOC_Os01g02950.1	1143	944	1	0.0740617
LOC_Os01g02960.1	1861	1662	679	28.563
LOC_Os01g02970.1	780	581	0	0
LOC_Os01g02980.1	1629	1430	4	0.195564
LOC_Os01g02990.1	384	185	43	16.2503
LOC_Os01g03010.1	405	206	0	0
LOC_Os01g03020.1	3125	2926	1992.68	47.6133
LOC_Os01g03020.2	2652	2453	103.322	2.94482
LOC_Os01g03030.1	1452	1253	342.705	19.1221
LOC_Os01g03030.2	1421	1222	130.295	7.45455
LOC_Os01g03040.1	1049	850	1876	154.305
LOC_Os01g03050.1	1494	1295	324	17.4921
LOC_Os01g03060.3	1368	1169	511.896	30.6149
LOC_Os01g03060.1	1959	1760	268.366	10.6606
LOC_Os01g03060.2	1332	1133	141.738	8.74626
LOC_Os01g03070.1	3512	3313	4660	98.34
LOC_Os01g03070.2	3493	3294	0	0
LOC_Os01g03080.1	1001	802	8	0.697399
LOC_Os01g03090.1	1388	1189	548.789	32.2693
LOC_Os01g03090.2	1028	829	597.813	50.4169
LOC_Os01g03100.1	1808	1609	42.8555	1.86216
LOC_Os01g03100.2	1825	1626	12.543	0.539319
LOC_Os01g03110.1	2056	1857	545	20.5187
LOC_Os01g03130.1	1117	918	8	0.609275
LOC_Os01g03144.1	3584	3385	1635	33.7695
LOC_Os01g03160.1	1900	1701	427.305	17.563
LOC_Os01g03160.2	1804	1605	4.69458	0.204497
LOC_Os01g03170.1	1956	1757	2	0.0795837
LOC_Os01g03180.1	1568	1369	17	0.868183
LOC_Os01g03190.1	1394	1195	0	0
LOC_Os01g03200.1	1126	927	0	0
LOC_Os01g03210.1	918	719	0	0
LOC_Os01g03220.1	345	146.021	0	0
LOC_Os01g03230.1	1554	1355	1	0.0515972
LOC_Os01g03240.1	501	302	1.39436	0.3228
LOC_Os01g03250.1	210	36.5455	0	0
LOC_Os01g03260.1	1824	1625	0	0
LOC_Os01g03270.1	870	671	0	0
LOC_Os01g03280.1	723	524	0	0
LOC_Os01g03290.1	879	680	14	1.43941
LOC_Os01g03300.1	1161	962	7	0.508732
LOC_Os01g03310.1	911	712	2273	223.195
LOC_Os01g03320.1	959	760	1118	102.848
LOC_Os01g03330.1	1863	1664	4674.75	196.413
LOC_Os01g03340.1	1220	1021	11687.8	800.337
LOC_Os01g03350.1	288	90.399	0	0
LOC_Os01g03360.1	1174	975	3364.41	241.251
LOC_Os01g03370.1	2895	2696	0	0
LOC_Os01g03380.1	788	589	0	0
LOC_Os01g03390.1	996	797	6670.03	585.107
LOC_Os01g03400.1	387	188	0	0
LOC_Os01g03410.1	672	473	0	0
LOC_Os01g03420.1	1254	1055	0	0
LOC_Os01g03429.1	861	662	0	0
LOC_Os01g03440.1	963	764	0	0
LOC_Os01g03452.1	3684	3485	0	0
LOC_Os01g03464.1	790	591	0	0
LOC_Os01g03480.1	285	87.6516	1	0.797638
LOC_Os01g03490.1	2429	2230	29	0.909199
LOC_Os01g03500.1	1258	1059	53	3.49901
LOC_Os01g03510.1	2301	2102	781	25.9767
LOC_Os01g03520.1	3960	3761	1949	36.2305
LOC_Os01g03530.2	2221	2022	8	0.276614
LOC_Os01g03530.1	2393	2194	0	0
LOC_Os01g03549.1	2304	2105	739	24.5447
LOC_Os01g03570.1	2278	2079	186	6.25495
LOC_Os01g03580.1	2985	2786	0	0
LOC_Os01g03590.1	1782	1583	0	0
LOC_Os01g03600.1	2673	2474	0	0
LOC_Os01g03610.1	3078	2879	0	0
LOC_Os01g03620.1	1909	1710	0	0
LOC_Os01g03630.1	2040	1841	0	0
LOC_Os01g03640.1	2292	2093	0	0
LOC_Os01g03650.1	1739	1540	1334	60.5621
LOC_Os01g03660.2	1783	1584	68.7174	3.03304
LOC_Os01g03660.3	1570	1371	215.283	10.9784
LOC_Os01g03670.1	1246	1047	1	0.0667758
LOC_Os01g03680.1	996	797	2	0.175444
LOC_Os01g03690.1	3298	3099	125	2.82003
LOC_Os01g03710.1	1731	1532	207	9.44664
LOC_Os01g03720.1	1589	1390	212	10.6632
LOC_Os01g03740.1	3175	2976	64.6785	1.51947
LOC_Os01g03730.1	1304	1105	542.322	34.3131
LOC_Os01g03750.1	895	696	148	14.8668
LOC_Os01g03760.1	2504	2305	2391.76	72.5457
LOC_Os01g03760.2	2850	2651	76.2439	2.01076
LOC_Os01g03770.1	246	56.2527	0	0
LOC_Os01g03780.1	5694	5495	0	0
LOC_Os01g03790.1	405	206	0	0
LOC_Os01g03800.1	1764	1565	0	0
LOC_Os01g03810.1	1025	826	5.88341	0.497983
LOC_Os01g03820.1	3187	2988	1135.12	26.5598
LOC_Os01g03830.1	5214	5015	6.05909	0.0844699
LOC_Os01g03840.1	989	790	0	0
LOC_Os01g03860.1	930	731	0	0
LOC_Os01g03870.1	2392	2193	270	8.60777
LOC_Os01g03880.1	258	64.9	0	0
LOC_Os01g03890.1	985	786	0	0
LOC_Os01g03900.1	676	477	0	0
LOC_Os01g03914.2	2233	2034	23.5686	0.810117
LOC_Os01g03914.1	2241	2042	1254.07	42.937
LOC_Os01g03914.3	2314	2115	32.363	1.0698
LOC_Os01g03930.1	261	67.2176	0	0
LOC_Os01g03940.1	1140	941	40	2.97191
LOC_Os01g03950.1	3485	3286	35	0.744674
LOC_Os01g03960.1	360	161.005	0	0
LOC_Os01g03970.1	312	113.306	0	0
LOC_Os01g03980.1	1018	819	134	11.439
LOC_Os01g03989.1	369	170.002	0	0
LOC_Os01g04000.1	393	194	0	0
LOC_Os01g04005.1	4441	4242	0	0
LOC_Os01g04010.1	528	329	684	145.354
LOC_Os01g04020.1	1958	1759	3972.3	157.885
LOC_Os01g04020.2	2132	1933	184.705	6.68054
LOC_Os01g04030.1	916	717	290	28.2777
LOC_Os01g04040.1	306	107.463	1.00051	0.650922
LOC_Os01g04050.1	804	605	22187	2563.95
LOC_Os01g04070.1	3636	3437	4	0.0813666
LOC_Os01g04080.1	1042	843	0	0
LOC_Os01g04090.1	1685	1486	0	0
LOC_Os01g04100.1	1208	1009	120	8.31488
LOC_Os01g04110.1	825	626	142.284	15.8909
LOC_Os01g04120.1	1802	1603	125	5.45183
LOC_Os01g04130.1	447	248	175	49.3347
LOC_Os01g04140.1	2097	1898	0	0
LOC_Os01g04150.1	2829	2630	0	0
LOC_Os01g04160.1	3091	2892	6	0.14505
LOC_Os01g04170.1	1025	826	0	0
LOC_Os01g04180.1	885	686	5	0.509579
LOC_Os01g04190.3	2339	2140	868.226	28.3651
LOC_Os01g04190.4	2414	2215	12.8786	0.406499
LOC_Os01g04190.1	2317	2118	385.163	12.7141
LOC_Os01g04190.2	2295	2096	583.733	19.471
LOC_Os01g04200.2	2423	2224	275.914	8.67371
LOC_Os01g04200.1	2002	1803	101.241	3.9258
LOC_Os01g04200.3	2665	2466	0	0
LOC_Os01g04200.4	2188	1989	158.844	5.58345
LOC_Os01g04210.1	1236	1037	9	0.606777
LOC_Os01g04220.1	1215	1016	0	0
LOC_Os01g04230.1	2384	2185	0	0
LOC_Os01g04250.1	2991	2792	20.8759	0.522751
LOC_Os01g04260.1	1289	1090	173	11.0965
LOC_Os01g04270.1	240	52.3196	0	0
LOC_Os01g04280.1	1953	1754	57	2.27201
LOC_Os01g04290.1	1704	1505	0	0
LOC_Os01g04300.1	2003	1804	31	1.20141
LOC_Os01g04310.1	300	101.683	0	0
LOC_Os01g04320.1	660	461	0	0
LOC_Os01g04324.1	1956	1757	20	0.795837
LOC_Os01g04330.1	911	712	173	16.9876
LOC_Os01g04340.1	932	733	1	0.095381
LOC_Os01g04350.1	951	752	1994	185.384
LOC_Os01g04360.1	789	590	1001.08	118.627
LOC_Os01g04370.1	851	652	140.538	15.0699
LOC_Os01g04380.1	844	645	247.384	26.815
LOC_Os01g04390.1	778	579	34	4.1055
LOC_Os01g04409.1	2460	2261	924	28.5718
LOC_Os01g04430.1	1011	812	21	1.80813
LOC_Os01g04440.1	1620	1421	2	0.0984015
LOC_Os01g04450.1	2362	2163	123	3.97571
LOC_Os01g04460.1	1890	1691	49	2.0259
LOC_Os01g04470.1	924	725	3	0.2893
LOC_Os01g04480.1	1907	1708	67	2.74254
LOC_Os01g04490.1	1734	1535	58	2.64171
LOC_Os01g04500.1	543	344	16	3.25183
LOC_Os01g04510.1	567	368	100.733	19.1377
LOC_Os01g04520.1	1881	1682	1	0.0415661
LOC_Os01g04530.1	753	554	119	15.0177
LOC_Os01g04540.1	2208	2009	149.721	5.21037
LOC_Os01g04550.1	1737	1538	49	2.22744
LOC_Os01g04560.1	1026	827	1	0.0845396
LOC_Os01g04570.2	2250	2051	10.9716	0.373997
LOC_Os01g04570.1	2254	2055	1.02844	0.0349889
LOC_Os01g04580.1	2292	2093	46	1.53658
LOC_Os01g04590.1	1481	1282	97	5.28992
LOC_Os01g04600.2	1659	1460	16.0166	0.766978
LOC_Os01g04600.1	1223	1024	15.9834	1.09128
LOC_Os01g04610.1	306	107.463	0	0
LOC_Os01g04620.2	1693	1494	7.22121	0.337929
LOC_Os01g04620.3	1573	1374	14.7375	0.7499
LOC_Os01g04620.1	1576	1377	1.04128	0.0528687
LOC_Os01g04630.1	1746	1547	3120	141.004
LOC_Os01g04640.1	886	687	17	1.73005
LOC_Os01g04650.1	3441	3242	1372	29.5874
LOC_Os01g04660.2	1703	1504	3.54196	0.16465
LOC_Os01g04660.1	1577	1378	18.458	0.936488
LOC_Os01g04670.1	799	600	45	5.24357
LOC_Os01g04680.1	1260	1061	0	0
LOC_Os01g04690.1	204	34.1075	0	0
LOC_Os01g04699.1	564	365	4.12517	0.790159
LOC_Os01g04710.1	1986	1787	7	0.273867
LOC_Os01g04720.2	3869	3670	16.3483	0.311439
LOC_Os01g04720.1	3149	2950	36.6517	0.868635
LOC_Os01g04730.1	705	506	762.203	105.314
LOC_Os01g04740.1	381	182	0	0
LOC_Os01g04750.1	1669	1470	10.1028	0.480497
LOC_Os01g04760.1	249	58.3182	0	0
LOC_Os01g04770.1	432	233	0	0
LOC_Os01g04780.1	8220	8021	0	0
LOC_Os01g04790.1	1911	1712	0	0
LOC_Os01g04800.1	1597	1398	1218.9	60.9573
LOC_Os01g04814.3	1970	1771	136.403	5.38481
LOC_Os01g04814.4	1912	1713	10.5272	0.429657
LOC_Os01g04814.1	1888	1689	3294.07	136.354
LOC_Os01g04830.1	378	179.001	0	0
LOC_Os01g04840.1	1347	1148	0	0
LOC_Os01g04850.1	873	674	0	0
LOC_Os01g04860.1	1772	1573	742	32.9793
LOC_Os01g04870.1	2109	1910	200	7.32086
LOC_Os01g04880.1	3280	3081	481.411	10.9242
LOC_Os01g04880.2	2549	2350	0	0
LOC_Os01g04900.3	2854	2655	79.8554	2.10284
LOC_Os01g04900.2	2877	2678	129.433	3.37909
LOC_Os01g04900.1	2054	1855	2367.3	89.2227
LOC_Os01g04910.1	1057	858	291	23.7122
LOC_Os01g04920.2	1853	1654	0	0
LOC_Os01g04920.3	981	782	3.66192	0.327392
LOC_Os01g04920.1	1891	1692	335.338	13.8563
LOC_Os01g04930.1	2451	2252	671	20.8315
LOC_Os01g04950.3	2472	2273	255.95	7.87265
LOC_Os01g04950.1	2778	2579	757.303	20.5298
LOC_Os01g04950.4	3836	3637	145.345	2.79398
LOC_Os01g04950.2	2283	2084	602.402	20.2095
LOC_Os01g04960.1	4374	4175	0	0
LOC_Os01g04970.1	171	24.0032	0	0
LOC_Os01g04980.1	2274	2075	0	0
LOC_Os01g04990.1	1499	1300	226	12.1543
LOC_Os01g04990.2	1462	1263	0	0
LOC_Os01g05000.1	654	455	0	0
LOC_Os01g05010.1	1184	985	354	25.1265
LOC_Os01g05020.1	2016	1817	0	0
LOC_Os01g05030.1	2646	2447	0	0
LOC_Os01g05040.1	1434	1235	0	0
LOC_Os01g05050.1	807	608	0	0
LOC_Os01g05060.1	1178	979	1884	134.544
LOC_Os01g05064.1	659	460	97.0347	14.7481
LOC_Os01g05070.1	1519	1320	415.709	22.0182
LOC_Os01g05070.2	1510	1311	71.2909	3.80187
LOC_Os01g05080.1	999	800	509.884	44.5602
LOC_Os01g05080.2	1382	1183	80.13	4.73561
LOC_Os01g05090.1	1070	871	710.616	57.0404
LOC_Os01g05100.1	1827	1628	25.3401	1.08823
LOC_Os01g05105.1	4813	4614	121	1.83347
LOC_Os01g05120.1	846	647	0	0
LOC_Os01g05130.1	1027	828	328	27.6955
LOC_Os01g05140.1	657	458	119	18.1655
LOC_Os01g05150.1	802	603	1	0.115944
LOC_Os01g05160.1	504	305	0	0
LOC_Os01g05170.1	673	474	5	0.737492
LOC_Os01g05180.1	1122	923	144.455	10.942
LOC_Os01g05200.1	2814	2615	1.24732	0.033348
LOC_Os01g05210.1	333	134.061	1	0.521512
LOC_Os01g05220.1	504	305	0	0
LOC_Os01g05240.1	222	42.1033	0	0
LOC_Os01g05250.1	369	170.002	18	7.4026
LOC_Os01g05260.1	522	323	13	2.81389
LOC_Os01g05280.1	357	158.007	0	0
LOC_Os01g05289.1	955	756	369.545	34.1752
LOC_Os01g05300.1	159	21.4084	0	0
LOC_Os01g05310.1	970	771	4	0.36272
LOC_Os01g05320.1	4128	3929	0	0
LOC_Os01g05330.1	714	515	0	0
LOC_Os01g05340.1	837	638	0	0
LOC_Os01g05350.1	786	587	0	0
LOC_Os01g05360.1	381	182	0	0
LOC_Os01g05370.1	3255	3056	0	0
LOC_Os01g05380.1	541	342	2	0.408855
LOC_Os01g05390.1	240	52.3196	0	0
LOC_Os01g05400.1	555	356	0	0
LOC_Os01g05410.1	402	203	0	0
LOC_Os01g05420.1	2221	2022	2468	85.3355
LOC_Os01g05430.1	1294	1095	13	0.830032
LOC_Os01g05440.1	1236	1037	13	0.876456
LOC_Os01g05450.1	501	302	4	0.926017
LOC_Os01g05460.1	600	401	18	3.1383
LOC_Os01g05470.1	2567	2368	629	18.571
LOC_Os01g05480.3	2227	2028	0	0
LOC_Os01g05480.2	1796	1597	3	0.131335
LOC_Os01g05480.1	1870	1671	0	0
LOC_Os01g05490.2	1552	1353	75.3308	3.89261
LOC_Os01g05490.1	1423	1224	14431.7	824.33
LOC_Os01g05500.1	6560	6361	61.4706	0.675628
LOC_Os01g05500.2	6649	6450	6869.53	74.4617
LOC_Os01g05510.4	2286	2087	363.06	12.1625
LOC_Os01g05510.5	2219	2020	138.26	4.78533
LOC_Os01g05510.1	1853	1654	2.19703e-05	9.28679e-07
LOC_Os01g05510.3	1920	1721	69.3124	2.81576
LOC_Os01g05510.2	1735	1536	71.3675	3.24844
LOC_Os01g05520.1	677	478	0	0
LOC_Os01g05530.1	2597	2398	833	24.2863
LOC_Os01g05540.1	1603	1404	886	44.1197
LOC_Os01g05550.1	456	257	0	0
LOC_Os01g05560.1	1553	1354	387	19.9829
LOC_Os01g05570.1	480	281	0	0
LOC_Os01g05580.1	534	335	1	0.208699
LOC_Os01g05585.1	195	30.8351	1.00149	2.27074
LOC_Os01g05590.1	1221	1022	2	0.136818
LOC_Os01g05600.1	2973	2774	35.2431	0.888246
LOC_Os01g05610.1	974	775	444.28	40.0794
