target_id	length	eff_length	est_counts	tpm
LOC_Os01g01400.1	2735	2536	37.2593	0.578551
LOC_Os01g01410.1	2489	2290	593.588	10.2072
LOC_Os01g01410.2	2486	2287	248.152	4.27277
LOC_Os01g01420.1	1657	1458	2541.19	68.6335
LOC_Os01g01420.3	1653	1454	392.068	10.6183
LOC_Os01g01420.2	1913	1714	251.637	5.78123
LOC_Os01g01430.1	1425	1226	8	0.256955
LOC_Os01g01440.1	381	182	0	0
LOC_Os01g01450.2	1492	1293	4373.4	133.192
LOC_Os01g01450.1	1634	1435	50.6006	1.38855
LOC_Os01g01460.1	312	113.306	0	0
LOC_Os01g01470.1	1558	1359	0	0
LOC_Os01g01484.4	1906	1707	1667.89	38.476
LOC_Os01g01484.1	2241	2042	835.667	16.1152
LOC_Os01g01484.2	2238	2039	0.239756	0.00463031
LOC_Os01g01484.5	2301	2102	29.3592	0.550007
LOC_Os01g01500.1	303	104.564	0	0
LOC_Os01g01510.2	2506	2307	190.019	3.24345
LOC_Os01g01510.1	2425	2226	1243.98	22.0062
LOC_Os01g01520.1	1745	1546	36	0.916959
LOC_Os01g01530.1	1350	1151	0	0
LOC_Os01g01540.1	513	314	0	0
LOC_Os01g01550.1	1329	1130	0	0
LOC_Os01g01560.1	2240	2041	31.0109	0.598313
LOC_Os01g01570.1	1950	1751	737.024	16.575
LOC_Os01g01580.1	692	493	10	0.798748
LOC_Os01g01590.1	339	140.036	15	4.21801
LOC_Os01g01600.1	1700	1501	23	0.603398
LOC_Os01g01610.1	837	638	203	12.5295
LOC_Os01g01620.1	1609	1410	3125	87.2746
LOC_Os01g01640.1	1026	827	1059	50.4252
LOC_Os01g01650.1	1313	1114	6	0.212091
LOC_Os01g01660.1	1207	1008	79	3.0862
LOC_Os01g01670.2	1117	918	18.2421	0.782508
LOC_Os01g01670.1	991	792	201.758	10.0314
LOC_Os01g01680.1	1023	824	61	2.91514
LOC_Os01g01689.3	9026	8827	2365.98	10.5549
LOC_Os01g01689.1	8736	8537	2382.02	10.9875
LOC_Os01g01700.1	779	580	1147	77.874
LOC_Os01g01710.1	1902	1703	12500.2	289.04
LOC_Os01g01710.2	1801	1602	344.827	8.47609
LOC_Os01g01720.1	1913	1714	1274.18	29.2737
LOC_Os01g01720.2	1910	1711	359.818	8.28113
LOC_Os01g01730.1	573	374	0	0
LOC_Os01g01740.1	2068	1869	174	3.66604
LOC_Os01g01760.1	711	512	37.8229	2.90899
LOC_Os01g01770.1	1005	806	1	0.0488564
LOC_Os01g01780.1	2084	1885	120	2.50684
LOC_Os01g01790.1	2404	2205	8018.76	143.204
LOC_Os01g01790.2	2061	1862	136.24	2.88125
LOC_Os01g01800.2	3133	2934	796.72	10.6931
LOC_Os01g01800.1	3071	2872	1153.28	15.8127
LOC_Os01g01810.1	318	119.198	0	0
LOC_Os01g01830.1	3274	3075	3064	39.2374
LOC_Os01g01840.1	1284	1085	276	10.017
LOC_Os01g01850.1	6084	5885	0	0
LOC_Os01g01860.1	3144	2945	0	0
LOC_Os01g01870.1	1347	1148	1087	37.2859
LOC_Os01g01880.1	625	426	0	0
LOC_Os01g01890.1	2374	2175	93	1.68376
LOC_Os01g01900.1	3243	3044	0	0
LOC_Os01g01910.1	765	566	180	12.5231
LOC_Os01g01920.1	2324	2125	50.0686	0.92782
LOC_Os01g01920.2	2220	2021	2315.93	45.1249
LOC_Os01g01925.1	579	380	1.83534	0.190191
LOC_Os01g01930.1	726	527	0	0
LOC_Os01g01940.1	1243	1044	16	0.603499
LOC_Os01g01950.1	663	464	0	0
LOC_Os01g01960.1	4570	4371	15621	140.729
LOC_Os01g01970.2	1089	890	209.415	9.26562
LOC_Os01g01970.1	1151	952	58.5851	2.4233
LOC_Os01g01980.1	642	443	0	0
LOC_Os01g01990.1	354	155.009	0	0
LOC_Os01g02000.1	2767	2568	66.8339	1.02485
LOC_Os01g02010.1	1408	1209	37.1661	1.21054
LOC_Os01g02020.1	2319	2120	2778	51.6004
LOC_Os01g02020.3	2184	1985	0	0
LOC_Os01g02040.1	3085	2886	114.179	1.55792
LOC_Os01g02040.2	2608	2409	27.8213	0.454776
LOC_Os01g02050.1	3492	3293	41	0.490285
LOC_Os01g02060.1	2088	1889	0	0
LOC_Os01g02060.2	2007	1808	11	0.23958
LOC_Os01g02070.1	483	284	4	0.554624
LOC_Os01g02080.1	1234	1035	744	28.3067
LOC_Os01g02090.2	2440	2241	123.321	2.16696
LOC_Os01g02090.1	2454	2255	3296.68	57.5688
LOC_Os01g02100.4	2522	2323	71.3663	1.20977
LOC_Os01g02100.1	2574	2375	117.984	1.95621
LOC_Os01g02100.3	2404	2205	111.008	1.98246
LOC_Os01g02100.2	2406	2207	441.642	7.87997
LOC_Os01g02110.1	1475	1276	0	0
LOC_Os01g02120.1	1055	856	0	0
LOC_Os01g02130.1	945	746	17	0.897361
LOC_Os01g02139.1	527	328	94	11.2852
LOC_Os01g02150.1	1049	850	276	12.7864
LOC_Os01g02160.1	821	622	1	0.0633092
LOC_Os01g02170.2	3681	3482	231.733	2.62069
LOC_Os01g02170.1	3985	3786	19.2674	0.200401
LOC_Os01g02180.1	2126	1927	55.5377	1.13491
LOC_Os01g02180.2	1610	1411	597.941	16.6874
LOC_Os01g02190.1	1045	846	5	0.232732
LOC_Os01g02200.1	1607	1408	1650	46.1464
LOC_Os01g02210.1	1935	1736	0	0
LOC_Os01g02220.1	2454	2255	0	0
LOC_Os01g02230.1	2898	2699	0	0
LOC_Os01g02240.1	4758	4559	0	0
LOC_Os01g02250.1	4035	3836	0	0
LOC_Os01g02260.1	1185	986	1	0.0399374
LOC_Os01g02270.1	3504	3305	208.799	2.4878
LOC_Os01g02280.1	5367	5168	0	0
LOC_Os01g02290.1	2101	1902	65.5862	1.35787
LOC_Os01g02290.2	1985	1786	45.9882	1.01396
LOC_Os01g02300.1	2467	2268	76	1.31955
LOC_Os01g02310.1	1884	1685	254	5.93596
LOC_Os01g02320.1	2816	2617	329	4.9505
LOC_Os01g02334.1	632	433	25	2.27357
LOC_Os01g02350.1	2646	2447	467	7.51519
LOC_Os01g02360.1	2399	2200	288.835	5.16993
LOC_Os01g02370.1	2192	1993	250.944	4.95822
LOC_Os01g02380.1	3615	3416	0	0
LOC_Os01g02390.2	1930	1731	103.655	2.35803
LOC_Os01g02390.1	2258	2059	1133.99	21.6875
LOC_Os01g02400.3	3409	3210	803.268	9.854
LOC_Os01g02400.1	2282	2083	437.871	8.27777
LOC_Os01g02400.2	2392	2193	145.675	2.6158
LOC_Os01g02410.1	2136	1937	0	0
LOC_Os01g02420.1	1743	1544	81.8526	2.08757
LOC_Os01g02430.1	2095	1896	0	0
LOC_Os01g02440.1	1686	1487	0	0
LOC_Os01g02450.1	380	181.001	4	0.870236
LOC_Os01g02460.1	915	716	6.56381	0.360994
LOC_Os01g02470.1	486	287	10	1.37207
LOC_Os01g02480.1	414	215	0	0
LOC_Os01g02490.1	1415	1216	108.084	3.50013
LOC_Os01g02490.2	772	573	18.9162	1.29998
LOC_Os01g02500.1	615	416	69.6648	6.59442
LOC_Os01g02510.1	794	595	27.3739	1.81166
LOC_Os01g02520.1	2565	2366	67.3578	1.12106
LOC_Os01g02530.1	5814	5615	64.7698	0.454234
LOC_Os01g02540.1	3765	3566	2.11941	0.023404
LOC_Os01g02550.1	2202	2003	15.0563	0.296002
LOC_Os01g02560.1	2059	1860	34	0.719818
LOC_Os01g02570.1	2019	1820	143	3.09401
LOC_Os01g02580.1	1941	1742	228.353	5.16198
LOC_Os01g02590.1	2487	2288	559	9.62083
LOC_Os01g02600.1	1803	1604	443.186	10.8802
LOC_Os01g02610.1	2682	2483	52	0.824676
LOC_Os01g02629.1	1743	1544	2.81116	0.0716961
LOC_Os01g02650.1	6084	5885	0	0
LOC_Os01g02660.1	3084	2885	0	0
LOC_Os01g02670.1	3312	3113	1	0.0126496
LOC_Os01g02680.1	2282	2083	4	0.0756184
LOC_Os01g02690.1	1926	1727	36.5836	0.834164
LOC_Os01g02700.1	2361	2162	743	13.5329
LOC_Os01g02710.1	603	404	1755	171.062
LOC_Os01g02720.1	2246	2047	2064.51	39.7151
LOC_Os01g02720.2	2572	2373	467.784	7.76255
LOC_Os01g02730.1	1878	1679	175	4.10435
LOC_Os01g02740.1	8799	8600	75.6957	0.346601
LOC_Os01g02750.1	1390	1191	280.462	9.27298
LOC_Os01g02760.1	2139	1940	106	2.1516
LOC_Os01g02770.1	1992	1793	334.902	7.3552
LOC_Os01g02780.1	2373	2174	6	0.10868
LOC_Os01g02790.1	1464	1265	4.20002	0.130743
LOC_Os01g02800.1	2267	2068	9.5762	0.182347
LOC_Os01g02810.1	1926	1727	22.9327	0.522902
LOC_Os01g02830.1	2360	2161	90.4238	1.64773
LOC_Os01g02840.1	1911	1712	38.0904	0.87613
LOC_Os01g02850.1	174	24.7278	3	4.77741
LOC_Os01g02860.1	3042	2843	163	2.25771
LOC_Os01g02870.1	1503	1304	1208	36.4793
LOC_Os01g02880.1	1531	1332	1815	53.6574
LOC_Os01g02884.1	2847	2648	3424	50.9182
LOC_Os01g02890.1	2918	2719	26	0.376549
LOC_Os01g02900.2	2110	1911	0	0
LOC_Os01g02900.1	2081	1882	895	18.7267
LOC_Os01g02910.1	2195	1996	20	0.394572
LOC_Os01g02920.1	2288	2089	670	12.6297
LOC_Os01g02930.1	1950	1751	172	3.86811
LOC_Os01g02940.1	2623	2424	10.0125	0.162654
LOC_Os01g02940.3	2663	2464	5.87996e-08	9.39703e-10
LOC_Os01g02940.4	2715	2516	323.988	5.07078
LOC_Os01g02940.6	2709	2510	0	0
LOC_Os01g02940.2	2650	2451	2.69001e-05	4.32184e-07
LOC_Os01g02950.1	1143	944	1	0.0417143
LOC_Os01g02960.1	1861	1662	976	23.1247
LOC_Os01g02970.1	780	581	0	0
LOC_Os01g02980.1	1629	1430	2	0.0550745
LOC_Os01g02990.1	384	185	246	52.3624
LOC_Os01g03010.1	405	206	0	0
LOC_Os01g03020.1	3125	2926	3352.67	45.1204
LOC_Os01g03020.2	2652	2453	292.334	4.69287
LOC_Os01g03030.1	1452	1253	507.575	15.9517
LOC_Os01g03030.2	1421	1222	120.425	3.88064
LOC_Os01g03040.1	1049	850	3328	154.178
LOC_Os01g03050.1	1494	1295	514	15.6297
LOC_Os01g03060.3	1368	1169	813.913	27.417
LOC_Os01g03060.1	1959	1760	395.221	8.84268
LOC_Os01g03060.2	1332	1133	217.866	7.5721
LOC_Os01g03070.1	3512	3313	7152.13	85.0101
LOC_Os01g03070.2	3493	3294	40.8725	0.488613
LOC_Os01g03080.1	1001	802	10	0.491001
LOC_Os01g03090.1	1388	1189	745.989	24.7063
LOC_Os01g03090.2	1028	829	830.125	39.4317
LOC_Os01g03100.1	1808	1609	37.9588	0.928996
LOC_Os01g03100.2	1825	1626	59.9274	1.45132
LOC_Os01g03110.1	2056	1857	863	18.3002
LOC_Os01g03130.1	1117	918	35	1.50135
LOC_Os01g03144.1	3584	3385	2943.96	34.2476
LOC_Os01g03160.1	1900	1701	668.861	15.4842
LOC_Os01g03160.2	1804	1605	113.139	2.77584
LOC_Os01g03170.1	1956	1757	3	0.0672367
LOC_Os01g03180.1	1568	1369	123	3.53801
LOC_Os01g03190.1	1394	1195	1	0.0329525
LOC_Os01g03200.1	1126	927	0	0
LOC_Os01g03210.1	918	719	0	0
LOC_Os01g03220.1	345	146.021	0	0
LOC_Os01g03230.1	1554	1355	0	0
LOC_Os01g03240.1	501	302	3.47219	0.452744
LOC_Os01g03250.1	210	36.5455	0	0
LOC_Os01g03260.1	1824	1625	0	0
LOC_Os01g03270.1	870	671	0	0
LOC_Os01g03280.1	723	524	0	0
LOC_Os01g03290.1	879	680	170	9.84457
LOC_Os01g03300.1	1161	962	49	2.00576
LOC_Os01g03310.1	911	712	14869	822.354
LOC_Os01g03320.1	959	760	6510	337.306
LOC_Os01g03330.1	1863	1664	4924.44	116.536
LOC_Os01g03340.1	1220	1021	19231.3	741.72
LOC_Os01g03350.1	288	90.399	0	0
LOC_Os01g03360.1	1174	975	5002	202.021
LOC_Os01g03370.1	2895	2696	0	0
LOC_Os01g03380.1	788	589	0	0
LOC_Os01g03390.1	996	797	8429.26	416.474
LOC_Os01g03400.1	387	188	0	0
LOC_Os01g03410.1	672	473	0	0
LOC_Os01g03420.1	1254	1055	0	0
LOC_Os01g03429.1	861	662	0	0
LOC_Os01g03440.1	963	764	0	0
LOC_Os01g03452.1	3684	3485	1.38132	0.015608
LOC_Os01g03464.1	790	591	0	0
LOC_Os01g03480.1	285	87.6516	10	4.49259
LOC_Os01g03490.1	2429	2230	76	1.34204
LOC_Os01g03500.1	1258	1059	150	5.57766
LOC_Os01g03510.1	2301	2102	1451	27.1826
LOC_Os01g03520.1	3960	3761	2836	29.6934
LOC_Os01g03530.2	2221	2022	0	0
LOC_Os01g03530.1	2393	2194	10	0.179482
LOC_Os01g03549.1	2304	2105	1090	20.3907
LOC_Os01g03570.1	2278	2079	292	5.53077
LOC_Os01g03580.1	2985	2786	0	0
LOC_Os01g03590.1	1782	1583	0	0
LOC_Os01g03600.1	2673	2474	0	0
LOC_Os01g03610.1	3078	2879	0	0
LOC_Os01g03620.1	1909	1710	0	0
LOC_Os01g03630.1	2040	1841	0	0
LOC_Os01g03640.1	2292	2093	0	0
LOC_Os01g03650.1	1739	1540	1937	49.5297
LOC_Os01g03660.2	1783	1584	77.5516	1.92794
LOC_Os01g03660.3	1570	1371	333.448	9.57741
LOC_Os01g03670.1	1246	1047	0	0
LOC_Os01g03680.1	996	797	4	0.197633
LOC_Os01g03690.1	3298	3099	179	2.27451
LOC_Os01g03710.1	1731	1532	261	6.7087
LOC_Os01g03720.1	1589	1390	135	3.82451
LOC_Os01g03740.1	3175	2976	204.455	2.70534
LOC_Os01g03730.1	1304	1105	913.545	32.5555
LOC_Os01g03750.1	895	696	253	14.3142
LOC_Os01g03760.1	2504	2305	3770.01	64.4063
LOC_Os01g03760.2	2850	2651	70.9924	1.05453
LOC_Os01g03770.1	246	56.2527	0	0
LOC_Os01g03780.1	5694	5495	0	0
LOC_Os01g03790.1	405	206	1	0.191157
LOC_Os01g03800.1	1764	1565	0	0
LOC_Os01g03810.1	1025	826	10.7871	0.514259
LOC_Os01g03820.1	3187	2988	2843.21	37.4702
LOC_Os01g03830.1	5214	5015	13.1499	0.103254
LOC_Os01g03840.1	989	790	0	0
LOC_Os01g03860.1	930	731	0	0
LOC_Os01g03870.1	2392	2193	499	8.96022
LOC_Os01g03880.1	258	64.9	0	0
LOC_Os01g03890.1	985	786	0	0
LOC_Os01g03900.1	676	477	0	0
LOC_Os01g03914.2	2233	2034	164.339	3.18161
LOC_Os01g03914.1	2241	2042	2036.66	39.2754
LOC_Os01g03914.3	2314	2115	89.996	1.6756
LOC_Os01g03930.1	261	67.2176	0	0
LOC_Os01g03940.1	1140	941	95	3.97549
LOC_Os01g03950.1	3485	3286	127	1.52192
LOC_Os01g03960.1	360	161.005	0	0
LOC_Os01g03970.1	312	113.306	0	0
LOC_Os01g03980.1	1018	819	219	10.5297
LOC_Os01g03989.1	369	170.002	0	0
LOC_Os01g04000.1	393	194	0	0
LOC_Os01g04005.1	4441	4242	0	0
LOC_Os01g04010.1	528	329	1151	137.764
LOC_Os01g04020.1	1958	1759	7159.58	160.28
LOC_Os01g04020.2	2132	1933	184.422	3.75697
LOC_Os01g04030.1	916	717	396	21.7487
LOC_Os01g04040.1	306	107.463	3.0023	1.10015
LOC_Os01g04050.1	804	605	58761	3824.64
LOC_Os01g04070.1	3636	3437	13	0.148943
LOC_Os01g04080.1	1042	843	0	0
LOC_Os01g04090.1	1685	1486	1	0.0264995
LOC_Os01g04100.1	1208	1009	180	7.02487
LOC_Os01g04110.1	825	626	254.583	16.0145
LOC_Os01g04120.1	1802	1603	162	3.97959
LOC_Os01g04130.1	447	248	218	34.6148
LOC_Os01g04140.1	2097	1898	0	0
LOC_Os01g04150.1	2829	2630	0	0
LOC_Os01g04160.1	3091	2892	17	0.231477
LOC_Os01g04170.1	1025	826	1	0.0476735
LOC_Os01g04180.1	885	686	6	0.344417
LOC_Os01g04190.3	2339	2140	1124.95	20.7003
LOC_Os01g04190.4	2414	2215	35.8073	0.636583
LOC_Os01g04190.1	2317	2118	695.898	12.9383
LOC_Os01g04190.2	2295	2096	1242.35	23.3404
LOC_Os01g04200.2	2423	2224	728.624	12.9011
LOC_Os01g04200.1	2002	1803	306.746	6.69948
LOC_Os01g04200.3	2665	2466	1.73678e-07	2.77337e-09
LOC_Os01g04200.4	2188	1989	390.629	7.73369
LOC_Os01g04210.1	1236	1037	10	0.379733
LOC_Os01g04220.1	1215	1016	1	0.0387582
LOC_Os01g04230.1	2384	2185	17	0.306376
LOC_Os01g04250.1	2991	2792	21	0.296183
LOC_Os01g04260.1	1289	1090	449	16.221
LOC_Os01g04270.1	240	52.3196	0	0
LOC_Os01g04280.1	1953	1754	97	2.17771
LOC_Os01g04290.1	1704	1505	0	0
LOC_Os01g04300.1	2003	1804	19	0.414738
LOC_Os01g04310.1	300	101.683	0	0
LOC_Os01g04320.1	660	461	0	0
LOC_Os01g04324.1	1956	1757	55	1.23267
LOC_Os01g04330.1	911	712	678	37.4979
LOC_Os01g04340.1	932	733	2	0.107444
LOC_Os01g04350.1	951	752	2319	121.434
LOC_Os01g04360.1	789	590	843.386	56.29
LOC_Os01g04370.1	851	652	167.555	10.1197
LOC_Os01g04380.1	844	645	266.058	16.2433
LOC_Os01g04390.1	778	579	43	2.92447
LOC_Os01g04409.1	2460	2261	1638.97	28.5448
LOC_Os01g04430.1	1011	812	41	1.98831
LOC_Os01g04440.1	1620	1421	3	0.083135
LOC_Os01g04450.1	2362	2163	242	4.40571
LOC_Os01g04460.1	1890	1691	63	1.46708
LOC_Os01g04470.1	924	725	4	0.21726
LOC_Os01g04480.1	1907	1708	120	2.76663
LOC_Os01g04490.1	1734	1535	116	2.97582
LOC_Os01g04500.1	543	344	60	6.86831
LOC_Os01g04510.1	567	368	117.697	12.5943
LOC_Os01g04520.1	1881	1682	3	0.0702348
LOC_Os01g04530.1	753	554	188	13.363
LOC_Os01g04540.1	2208	2009	321.269	6.29718
LOC_Os01g04550.1	1737	1538	94	2.40674
LOC_Os01g04560.1	1026	827	1	0.0476158
LOC_Os01g04570.2	2250	2051	26.1256	0.501601
LOC_Os01g04570.1	2254	2055	24.9075	0.477282
LOC_Os01g04580.1	2292	2093	101	1.90024
LOC_Os01g04590.1	1481	1282	342	10.505
LOC_Os01g04600.2	1659	1460	19.3373	0.521553
LOC_Os01g04600.1	1223	1024	42.6627	1.64061
LOC_Os01g04610.1	306	107.463	0	0
LOC_Os01g04620.2	1693	1494	0	0
LOC_Os01g04620.3	1573	1374	0	0
LOC_Os01g04620.1	1576	1377	45	1.28687
LOC_Os01g04630.1	1746	1547	8041	204.681
LOC_Os01g04640.1	886	687	78	4.4709
LOC_Os01g04650.1	3441	3242	2331	28.313
LOC_Os01g04660.2	1703	1504	6.04931	0.158385
LOC_Os01g04660.1	1577	1378	44.9507	1.28453
LOC_Os01g04670.1	799	600	51	3.34716
LOC_Os01g04680.1	1260	1061	0	0
LOC_Os01g04690.1	204	34.1075	0	0
LOC_Os01g04699.1	564	365	27.3661	2.95241
LOC_Os01g04710.1	1986	1787	40	0.881439
LOC_Os01g04720.2	3869	3670	15.1374	0.162421
LOC_Os01g04720.1	3149	2950	119.863	1.6
LOC_Os01g04730.1	705	506	914.484	71.1676
LOC_Os01g04740.1	381	182	0	0
LOC_Os01g04750.1	1669	1470	12.0957	0.324018
LOC_Os01g04760.1	249	58.3182	0	0
LOC_Os01g04770.1	432	233	0	0
LOC_Os01g04780.1	8220	8021	0	0
LOC_Os01g04790.1	1911	1712	0	0
LOC_Os01g04800.1	1597	1398	709.904	19.9963
LOC_Os01g04814.3	1970	1771	127.987	2.8458
LOC_Os01g04814.4	1912	1713	0	0
LOC_Os01g04814.1	1888	1689	4949.01	115.384
LOC_Os01g04830.1	378	179.001	0	0
LOC_Os01g04840.1	1347	1148	2	0.0686033
LOC_Os01g04850.1	873	674	3.05107	0.178258
LOC_Os01g04860.1	1772	1573	1495	37.4257
LOC_Os01g04870.1	2109	1910	310	6.39124
LOC_Os01g04880.1	3280	3081	799.922	10.2238
LOC_Os01g04880.2	2549	2350	66.8433	1.12007
LOC_Os01g04900.3	2854	2655	156.854	2.32642
LOC_Os01g04900.2	2877	2678	439.864	6.46791
LOC_Os01g04900.1	2054	1855	4867.52	103.329
LOC_Os01g04910.1	1057	858	479	21.9839
LOC_Os01g04920.2	1853	1654	61.6992	1.46893
LOC_Os01g04920.3	981	782	0	0
LOC_Os01g04920.1	1891	1692	757.301	17.6248
LOC_Os01g04930.1	2451	2252	1307	22.8541
LOC_Os01g04950.3	2472	2273	649.674	11.2552
LOC_Os01g04950.1	2778	2579	1178.68	17.997
LOC_Os01g04950.4	3836	3637	281.339	3.0461
LOC_Os01g04950.2	2283	2084	760.307	14.3664
LOC_Os01g04960.1	4374	4175	8.77978	0.0828103
LOC_Os01g04970.1	171	24.0032	0	0
LOC_Os01g04980.1	2274	2075	0	0
LOC_Os01g04990.1	1499	1300	421.103	12.7556
LOC_Os01g04990.2	1462	1263	40.8967	1.27509
LOC_Os01g05000.1	654	455	0	0
LOC_Os01g05010.1	1184	985	306	12.2333
LOC_Os01g05020.1	2016	1817	0	0
LOC_Os01g05030.1	2646	2447	0	0
LOC_Os01g05040.1	1434	1235	0	0
LOC_Os01g05050.1	807	608	0	0
LOC_Os01g05060.1	1178	979	1877	75.4985
LOC_Os01g05064.1	659	460	89	7.61884
LOC_Os01g05070.1	1519	1320	843.868	25.1743
LOC_Os01g05070.2	1510	1311	119.132	3.57834
LOC_Os01g05080.1	999	800	1100.45	54.1673
LOC_Os01g05080.2	1382	1183	174.561	5.81059
LOC_Os01g05090.1	1070	871	1257.1	56.8342
LOC_Os01g05100.1	1827	1628	71.3013	1.72465
LOC_Os01g05105.1	4813	4614	218	1.86053
LOC_Os01g05120.1	846	647	1	0.0608629
LOC_Os01g05130.1	1027	828	562	26.7278
LOC_Os01g05140.1	657	458	185	15.9061
LOC_Os01g05150.1	802	603	3	0.195912
LOC_Os01g05160.1	504	305	0	0
LOC_Os01g05170.1	673	474	9	0.747689
LOC_Os01g05180.1	1122	923	190.732	8.13726
LOC_Os01g05200.1	2814	2615	0	0
LOC_Os01g05210.1	333	134.061	0	0
LOC_Os01g05220.1	504	305	2	0.258218
LOC_Os01g05240.1	222	42.1033	0	0
LOC_Os01g05250.1	369	170.002	20	4.63269
LOC_Os01g05260.1	522	323	14	1.7068
LOC_Os01g05280.1	357	158.007	1	0.249219
LOC_Os01g05289.1	955	756	475.268	24.7556
LOC_Os01g05300.1	159	21.4084	0	0
LOC_Os01g05310.1	970	771	12.004	0.613094
LOC_Os01g05320.1	4128	3929	0	0
LOC_Os01g05330.1	714	515	1	0.0764627
LOC_Os01g05340.1	837	638	0	0
LOC_Os01g05350.1	786	587	0	0
LOC_Os01g05360.1	381	182	0	0
LOC_Os01g05370.1	3255	3056	0	0
LOC_Os01g05380.1	541	342	9	1.03627
LOC_Os01g05390.1	240	52.3196	0	0
LOC_Os01g05400.1	555	356	0	0
LOC_Os01g05410.1	402	203	0	0
LOC_Os01g05420.1	2221	2022	3626	70.6161
LOC_Os01g05430.1	1294	1095	45	1.61829
LOC_Os01g05440.1	1236	1037	41	1.5569
LOC_Os01g05450.1	501	302	9	1.17353
LOC_Os01g05460.1	600	401	29	2.84781
LOC_Os01g05470.1	2567	2368	846	14.0684
LOC_Os01g05480.3	2227	2028	0	0
LOC_Os01g05480.2	1796	1597	0	0
LOC_Os01g05480.1	1870	1671	6	0.141394
LOC_Os01g05490.2	1552	1353	126.713	3.6879
LOC_Os01g05490.1	1423	1224	25090.3	807.2
LOC_Os01g05500.1	6560	6361	552.785	3.42206
LOC_Os01g05500.2	6649	6450	13896.2	84.8386
LOC_Os01g05510.4	2286	2087	531.803	10.0343
LOC_Os01g05510.5	2219	2020	503.846	9.82208
LOC_Os01g05510.1	1853	1654	0	0
LOC_Os01g05510.3	1920	1721	11.8321	0.270732
LOC_Os01g05510.2	1735	1536	93.5188	2.39753
LOC_Os01g05520.1	677	478	0	0
LOC_Os01g05530.1	2597	2398	1544	25.3545
LOC_Os01g05540.1	1603	1404	1146	32.1421
LOC_Os01g05550.1	456	257	0	0
LOC_Os01g05560.1	1553	1354	679	19.7473
LOC_Os01g05570.1	480	281	0	0
LOC_Os01g05580.1	534	335	0	0
