target_id	length	eff_length	est_counts	tpm
LOC_Os01g01484.4	1906	1707	1329.77	47.3836
LOC_Os01g01484.1	2241	2042	458.22	13.6491
LOC_Os01g01484.2	2238	2039	0.136621	0.00407557
LOC_Os01g01484.5	2301	2102	12.6898	0.367205
LOC_Os01g01500.1	303	104.564	0	0
LOC_Os01g01510.2	2506	2307	94.1147	2.4814
LOC_Os01g01510.1	2425	2226	623.885	17.0477
LOC_Os01g01520.1	1745	1546	32	1.259
LOC_Os01g01530.1	1350	1151	0	0
LOC_Os01g01540.1	513	314	0	0
LOC_Os01g01550.1	1329	1130	0	0
LOC_Os01g01560.1	2240	2041	6.5032	0.193807
LOC_Os01g01570.1	1950	1751	395.889	13.7522
LOC_Os01g01580.1	692	493	6	0.740271
LOC_Os01g01590.1	339	140.036	2	0.868712
LOC_Os01g01600.1	1700	1501	13	0.526804
LOC_Os01g01610.1	837	638	79	7.5317
LOC_Os01g01620.1	1609	1410	1300	56.0804
LOC_Os01g01640.1	1026	827	504	37.0691
LOC_Os01g01650.1	1313	1114	3	0.163803
LOC_Os01g01660.1	1207	1008	33	1.99132
LOC_Os01g01670.2	1117	918	18.2321	1.20804
LOC_Os01g01670.1	991	792	100.768	7.73898
LOC_Os01g01680.1	1023	824	48	3.54324
LOC_Os01g01689.3	9026	8827	1302.06	8.9723
LOC_Os01g01689.1	8736	8537	1362.94	9.71088
LOC_Os01g01700.1	779	580	715	74.9833
LOC_Os01g01710.1	1902	1703	9410.73	336.121
LOC_Os01g01710.2	1801	1602	273.272	10.3757
LOC_Os01g01720.1	1913	1714	760.569	26.9907
LOC_Os01g01720.2	1910	1711	194.431	6.91199
LOC_Os01g01730.1	573	374	0	0
LOC_Os01g01740.1	2068	1869	39	1.26923
LOC_Os01g01760.1	711	512	19.4213	2.30725
LOC_Os01g01770.1	1005	806	0	0
LOC_Os01g01780.1	2084	1885	61	1.96836
LOC_Os01g01790.1	2404	2205	3786.45	104.45
LOC_Os01g01790.2	2061	1862	146.551	4.78734
LOC_Os01g01800.2	3133	2934	370.581	7.68262
LOC_Os01g01800.1	3071	2872	719.419	15.2365
LOC_Os01g01810.1	318	119.198	0	0
LOC_Os01g01830.1	3274	3075	1776	35.1305
LOC_Os01g01840.1	1284	1085	1361.5	76.3261
LOC_Os01g01850.1	6084	5885	0	0
LOC_Os01g01860.1	3144	2945	0	0
LOC_Os01g01870.1	1347	1148	765	40.5328
LOC_Os01g01880.1	625	426	0	0
LOC_Os01g01890.1	2374	2175	80	2.23726
LOC_Os01g01900.1	3243	3044	0	0
LOC_Os01g01910.1	765	566	143	15.3676
LOC_Os01g01920.1	2324	2125	82.8158	2.3705
LOC_Os01g01920.2	2220	2021	1256.18	37.8071
LOC_Os01g01925.1	579	380	0.0372785	0.00596707
LOC_Os01g01930.1	726	527	3	0.346256
LOC_Os01g01940.1	1243	1044	5	0.29131
LOC_Os01g01950.1	663	464	0	0
LOC_Os01g01960.1	4570	4371	8107	112.815
LOC_Os01g01970.2	1089	890	171.967	11.7528
LOC_Os01g01970.1	1151	952	46.0333	2.94118
LOC_Os01g01980.1	642	443	0	0
LOC_Os01g01990.1	354	155.009	0	0
LOC_Os01g02000.1	2767	2568	156.654	3.7105
LOC_Os01g02010.1	1408	1209	70.3464	3.53918
LOC_Os01g02020.1	2319	2120	577	16.5549
LOC_Os01g02020.3	2184	1985	0	0
LOC_Os01g02040.1	3085	2886	41	0.86412
LOC_Os01g02040.2	2608	2409	0	0
LOC_Os01g02050.1	3492	3293	30	0.554136
LOC_Os01g02060.1	2088	1889	0	0
LOC_Os01g02060.2	2007	1808	6	0.201855
LOC_Os01g02070.1	483	284	0	0
LOC_Os01g02080.1	1234	1035	1034	60.7669
LOC_Os01g02090.2	2440	2241	48.3974	1.31361
LOC_Os01g02090.1	2454	2255	1946.6	52.507
LOC_Os01g02100.4	2522	2323	0	0
LOC_Os01g02100.1	2574	2375	140.959	3.61006
LOC_Os01g02100.3	2404	2205	204.849	5.65083
LOC_Os01g02100.2	2406	2207	50.1921	1.38331
LOC_Os01g02110.1	1475	1276	0	0
LOC_Os01g02120.1	1055	856	0	0
LOC_Os01g02130.1	945	746	33	2.69068
LOC_Os01g02139.1	527	328	36	6.67598
LOC_Os01g02150.1	1049	850	128	9.15962
LOC_Os01g02160.1	821	622	0	0
LOC_Os01g02170.2	3681	3482	121.406	2.1208
LOC_Os01g02170.1	3985	3786	5.59358	0.0898662
LOC_Os01g02180.1	2126	1927	22.3879	0.706674
LOC_Os01g02180.2	1610	1411	309.889	13.3587
LOC_Os01g02190.1	1045	846	4	0.287592
LOC_Os01g02200.1	1607	1408	1017	43.9344
LOC_Os01g02210.1	1935	1736	2.13934	0.0749578
LOC_Os01g02220.1	2454	2255	0	0
LOC_Os01g02230.1	2898	2699	0	0
LOC_Os01g02240.1	4758	4559	0	0
LOC_Os01g02250.1	4035	3836	0	0
LOC_Os01g02260.1	1185	986	3.56711e-06	2.20052e-07
LOC_Os01g02270.1	3504	3305	182.079	3.35101
LOC_Os01g02280.1	5367	5168	0	0
LOC_Os01g02290.1	2101	1902	31.4538	1.00589
LOC_Os01g02290.2	1985	1786	0	0
LOC_Os01g02300.1	2467	2268	10	0.268191
LOC_Os01g02310.1	1884	1685	260	9.38556
LOC_Os01g02320.1	2816	2617	202	4.69499
LOC_Os01g02334.1	632	433	7	0.983324
LOC_Os01g02350.1	2646	2447	410	10.1915
LOC_Os01g02360.1	2399	2200	299.599	8.28332
LOC_Os01g02370.1	2192	1993	225	6.86692
LOC_Os01g02380.1	3615	3416	0	0
LOC_Os01g02390.2	1930	1731	0	0
LOC_Os01g02390.1	2258	2059	461	13.6186
LOC_Os01g02400.3	3409	3210	663.841	12.579
LOC_Os01g02400.1	2282	2083	160.773	4.69473
LOC_Os01g02400.2	2392	2193	164.405	4.55999
LOC_Os01g02410.1	2136	1937	0	0
LOC_Os01g02420.1	1743	1544	104.785	4.128
LOC_Os01g02430.1	2095	1896	2.30061	0.0738059
LOC_Os01g02440.1	1686	1487	0	0
LOC_Os01g02450.1	380	181.001	0	0
LOC_Os01g02460.1	915	716	3.74588	0.31822
LOC_Os01g02470.1	486	287	7	1.48355
LOC_Os01g02480.1	414	215	0	0
LOC_Os01g02490.1	1415	1216	133.588	6.68222
LOC_Os01g02490.2	772	573	39.4119	4.18369
LOC_Os01g02500.1	615	416	65.9099	9.63705
LOC_Os01g02510.1	794	595	28.7012	2.93406
LOC_Os01g02520.1	2565	2366	40.8107	1.04917
LOC_Os01g02530.1	5814	5615	65.0763	0.704953
LOC_Os01g02540.1	3765	3566	0	0
LOC_Os01g02550.1	2202	2003	121	3.67444
LOC_Os01g02560.1	2059	1860	190	6.21337
LOC_Os01g02570.1	2019	1820	204	6.81782
LOC_Os01g02580.1	1941	1742	260	9.07845
LOC_Os01g02590.1	2487	2288	523.987	13.93
LOC_Os01g02600.1	1803	1604	444.981	16.8742
LOC_Os01g02610.1	2682	2483	32	0.783899
LOC_Os01g02629.1	1743	1544	1.19202	0.0469593
LOC_Os01g02650.1	6084	5885	0	0
LOC_Os01g02660.1	3084	2885	0	0
LOC_Os01g02670.1	3312	3113	1	0.0195392
LOC_Os01g02680.1	2282	2083	3.01255	0.0879694
LOC_Os01g02690.1	1926	1727	20.4688	0.72092
LOC_Os01g02700.1	2361	2162	817.699	23.0051
LOC_Os01g02710.1	603	404	456	68.6547
LOC_Os01g02720.1	2246	2047	854.021	25.3768
LOC_Os01g02720.2	2572	2373	334.636	8.57753
LOC_Os01g02730.1	1878	1679	193	6.99187
LOC_Os01g02740.1	8799	8600	66.4224	0.469789
LOC_Os01g02750.1	1390	1191	198.096	10.117
LOC_Os01g02760.1	2139	1940	84.8862	2.66147
LOC_Os01g02770.1	1992	1793	313.326	10.6292
LOC_Os01g02780.1	2373	2174	191	5.34393
LOC_Os01g02790.1	1464	1265	37.6769	1.81164
LOC_Os01g02800.1	2267	2068	43.1469	1.26907
LOC_Os01g02810.1	1926	1727	24.5487	0.864617
LOC_Os01g02830.1	2360	2161	105.967	2.98265
LOC_Os01g02840.1	1911	1712	39.4767	1.40257
LOC_Os01g02850.1	174	24.7278	3	7.37941
LOC_Os01g02860.1	3042	2843	111	2.37483
LOC_Os01g02870.1	1503	1304	962	44.8729
LOC_Os01g02880.1	1531	1332	1069	48.8158
LOC_Os01g02884.1	2847	2648	1910	43.8735
LOC_Os01g02890.1	2918	2719	19	0.425041
LOC_Os01g02900.2	2110	1911	18.5583	0.590695
LOC_Os01g02900.1	2081	1882	25.4417	0.822268
LOC_Os01g02910.1	2195	1996	5	0.152369
LOC_Os01g02920.1	2288	2089	212	6.17283
LOC_Os01g02930.1	1950	1751	24	0.833704
LOC_Os01g02940.1	2623	2424	27.6127	0.692889
LOC_Os01g02940.3	2663	2464	0.0358787	0.000885692
LOC_Os01g02940.4	2715	2516	189.429	4.57955
LOC_Os01g02940.6	2709	2510	7.8278e-08	1.89694e-09
LOC_Os01g02940.2	2650	2451	10.9224	0.271057
LOC_Os01g02950.1	1143	944	0	0
LOC_Os01g02960.1	1861	1662	622	22.7639
LOC_Os01g02970.1	780	581	1	0.104691
LOC_Os01g02980.1	1629	1430	1	0.0425354
LOC_Os01g02990.1	384	185	35	11.5075
LOC_Os01g03010.1	405	206	0	0
LOC_Os01g03020.1	3125	2926	2709	56.3146
LOC_Os01g03020.2	2652	2453	228.002	5.65362
LOC_Os01g03030.1	1452	1253	163.683	7.94581
LOC_Os01g03030.2	1421	1222	162.317	8.07942
LOC_Os01g03040.1	1049	850	2665	190.706
LOC_Os01g03050.1	1494	1295	167	7.84392
LOC_Os01g03060.3	1368	1169	373.388	19.4282
LOC_Os01g03060.1	1959	1760	251.824	8.70303
LOC_Os01g03060.2	1332	1133	156.789	8.41727
LOC_Os01g03070.1	3512	3313	3189.19	58.5526
LOC_Os01g03070.2	3493	3294	38.8068	0.71659
LOC_Os01g03080.1	1001	802	0	0
LOC_Os01g03090.1	1388	1189	351.609	17.9872
LOC_Os01g03090.2	1028	829	553.772	40.6315
LOC_Os01g03100.1	1808	1609	16.3507	0.618112
LOC_Os01g03100.2	1825	1626	42.2683	1.58118
LOC_Os01g03110.1	2056	1857	376	12.3158
LOC_Os01g03130.1	1117	918	9	0.59633
LOC_Os01g03144.1	3584	3385	1728	31.0507
LOC_Os01g03160.1	1900	1701	302.797	10.8276
LOC_Os01g03160.2	1804	1605	5.20311	0.197185
LOC_Os01g03170.1	1956	1757	3	0.103857
LOC_Os01g03180.1	1568	1369	134	5.95371
LOC_Os01g03190.1	1394	1195	1	0.0509001
LOC_Os01g03200.1	1126	927	0	0
LOC_Os01g03210.1	918	719	0	0
LOC_Os01g03220.1	345	146.021	0	0
LOC_Os01g03230.1	1554	1355	0	0
LOC_Os01g03240.1	501	302	4.91526	0.98998
LOC_Os01g03250.1	210	36.5455	0	0
LOC_Os01g03260.1	1824	1625	0	0
LOC_Os01g03270.1	870	671	0	0
LOC_Os01g03280.1	723	524	0	0
LOC_Os01g03290.1	879	680	72	6.44036
LOC_Os01g03300.1	1161	962	28	1.77039
LOC_Os01g03310.1	911	712	9707	829.262
LOC_Os01g03320.1	959	760	5228	418.416
LOC_Os01g03330.1	1863	1664	1199	43.8281
LOC_Os01g03340.1	1220	1021	8054.7	479.856
LOC_Os01g03350.1	288	90.399	0	0
LOC_Os01g03360.1	1174	975	28.3049	1.76581
LOC_Os01g03370.1	2895	2696	0	0
LOC_Os01g03380.1	788	589	0	0
LOC_Os01g03390.1	996	797	4181.99	319.162
LOC_Os01g03400.1	387	188	0	0
LOC_Os01g03410.1	672	473	0	0
LOC_Os01g03420.1	1254	1055	1	0.0576546
LOC_Os01g03429.1	861	662	0	0
LOC_Os01g03440.1	963	764	0	0
LOC_Os01g03452.1	3684	3485	1	0.0174536
LOC_Os01g03464.1	790	591	0	0
LOC_Os01g03480.1	285	87.6516	3	2.08184
LOC_Os01g03490.1	2429	2230	54	1.47291
LOC_Os01g03500.1	1258	1059	93	5.34163
LOC_Os01g03510.1	2301	2102	488	14.1213
LOC_Os01g03520.1	3960	3761	1460	23.6122
LOC_Os01g03530.2	2221	2022	1	0.0300819
LOC_Os01g03530.1	2393	2194	0	0
LOC_Os01g03549.1	2304	2105	1156	33.4035
LOC_Os01g03570.1	2278	2079	234	6.84617
LOC_Os01g03580.1	2985	2786	0	0
LOC_Os01g03590.1	1782	1583	0.319176	0.0122641
LOC_Os01g03600.1	2673	2474	0	0
LOC_Os01g03610.1	3078	2879	0	0
LOC_Os01g03620.1	1909	1710	0	0
LOC_Os01g03630.1	2040	1841	0	0
LOC_Os01g03640.1	2292	2093	0	0
LOC_Os01g03650.1	1739	1540	1211	47.8311
LOC_Os01g03660.2	1783	1584	68.5635	2.63284
LOC_Os01g03660.3	1570	1371	302.437	13.4179
LOC_Os01g03670.1	1246	1047	0	0
LOC_Os01g03680.1	996	797	14	1.06846
LOC_Os01g03690.1	3298	3099	74	1.45244
LOC_Os01g03710.1	1731	1532	68	2.69983
LOC_Os01g03720.1	1589	1390	9	0.393835
LOC_Os01g03740.1	3175	2976	140.189	2.86529
LOC_Os01g03730.1	1304	1105	166.811	9.18224
LOC_Os01g03750.1	895	696	84	7.34102
LOC_Os01g03760.1	2504	2305	1400.65	36.9611
LOC_Os01g03760.2	2850	2651	42.3524	0.97175
LOC_Os01g03770.1	246	56.2527	0	0
LOC_Os01g03780.1	5694	5495	0	0
LOC_Os01g03790.1	405	206	0	0
LOC_Os01g03800.1	1764	1565	0	0
LOC_Os01g03810.1	1025	826	10.5768	0.778863
LOC_Os01g03820.1	3187	2988	2315.42	47.1342
LOC_Os01g03830.1	5214	5015	10.4222	0.126408
LOC_Os01g03840.1	989	790	0	0
LOC_Os01g03860.1	930	731	0	0
LOC_Os01g03870.1	2392	2193	140	3.88308
LOC_Os01g03880.1	258	64.9	0.389689	0.365225
LOC_Os01g03890.1	985	786	0	0
LOC_Os01g03900.1	676	477	0	0
LOC_Os01g03914.2	2233	2034	77.1652	2.30758
LOC_Os01g03914.1	2241	2042	939.835	27.9951
LOC_Os01g03914.3	2314	2115	0	0
LOC_Os01g03930.1	261	67.2176	0	0
LOC_Os01g03940.1	1140	941	293	18.9393
LOC_Os01g03950.1	3485	3286	63	1.16616
LOC_Os01g03960.1	360	161.005	0	0
LOC_Os01g03970.1	312	113.306	0	0
LOC_Os01g03980.1	1018	819	25	1.8567
LOC_Os01g03989.1	369	170.002	0	0
LOC_Os01g04000.1	393	194	0	0
LOC_Os01g04005.1	4441	4242	1	0.0143389
LOC_Os01g04010.1	528	329	968	178.964
LOC_Os01g04020.1	1958	1759	4175.64	144.392
LOC_Os01g04020.2	2132	1933	220.363	6.93415
LOC_Os01g04030.1	916	717	220	18.6634
LOC_Os01g04040.1	306	107.463	1.0005	0.566302
LOC_Os01g04050.1	804	605	11169	1122.91
LOC_Os01g04070.1	3636	3437	9	0.159276
LOC_Os01g04080.1	1042	843	0	0
LOC_Os01g04090.1	1685	1486	0	0
LOC_Os01g04100.1	1208	1009	78	4.70208
LOC_Os01g04110.1	825	626	141	13.7003
LOC_Os01g04120.1	1802	1603	229	8.68938
LOC_Os01g04130.1	447	248	139	34.0918
LOC_Os01g04140.1	2097	1898	0	0
LOC_Os01g04150.1	2829	2630	0	0
LOC_Os01g04160.1	3091	2892	6	0.126194
LOC_Os01g04170.1	1025	826	3	0.220916
LOC_Os01g04180.1	885	686	2	0.177334
LOC_Os01g04190.3	2339	2140	514.554	14.6253
LOC_Os01g04190.4	2414	2215	76.5005	2.10076
LOC_Os01g04190.1	2317	2118	73.257	2.10383
LOC_Os01g04190.2	2295	2096	909.688	26.399
LOC_Os01g04200.2	2423	2224	455.697	12.4631
LOC_Os01g04200.1	2002	1803	53.1475	1.79297
LOC_Os01g04200.3	2665	2466	0	0
LOC_Os01g04200.4	2188	1989	228.156	6.97723
LOC_Os01g04210.1	1236	1037	1	0.0586554
LOC_Os01g04220.1	1215	1016	0	0
LOC_Os01g04230.1	2384	2185	4	0.111351
LOC_Os01g04250.1	2991	2792	17	0.370357
LOC_Os01g04260.1	1289	1090	541	30.1896
LOC_Os01g04270.1	240	52.3196	0	0
LOC_Os01g04280.1	1953	1754	175	6.06869
LOC_Os01g04290.1	1704	1505	0	0
LOC_Os01g04300.1	2003	1804	18	0.606908
LOC_Os01g04310.1	300	101.683	0	0
LOC_Os01g04320.1	660	461	0	0
LOC_Os01g04324.1	1956	1757	69	2.38871
LOC_Os01g04330.1	911	712	111	9.48265
LOC_Os01g04340.1	932	733	1	0.0829818
LOC_Os01g04350.1	951	752	2873	232.383
LOC_Os01g04360.1	789	590	1	0.103094
LOC_Os01g04370.1	851	652	5.97496	0.557409
LOC_Os01g04380.1	844	645	21.025	1.98273
LOC_Os01g04390.1	778	579	23	2.41622
LOC_Os01g04409.1	2460	2261	895	24.0774
LOC_Os01g04430.1	1011	812	17	1.27344
LOC_Os01g04440.1	1620	1421	2	0.0856096
LOC_Os01g04450.1	2362	2163	145	4.07754
LOC_Os01g04460.1	1890	1691	82	2.94956
LOC_Os01g04470.1	924	725	2	0.167795
LOC_Os01g04480.1	1907	1708	67	2.38602
LOC_Os01g04490.1	1734	1535	109	4.31921
LOC_Os01g04500.1	543	344	37	6.54229
LOC_Os01g04510.1	567	368	84.7087	14.0012
LOC_Os01g04520.1	1881	1682	3	0.108488
LOC_Os01g04530.1	753	554	115	12.6263
LOC_Os01g04540.1	2208	2009	405.447	12.2755
LOC_Os01g04550.1	1737	1538	376	14.8702
LOC_Os01g04560.1	1026	827	3	0.220649
LOC_Os01g04570.2	2250	2051	0	0
LOC_Os01g04570.1	2254	2055	33	0.976762
LOC_Os01g04580.1	2292	2093	56	1.62744
LOC_Os01g04590.1	1481	1282	212	10.0585
LOC_Os01g04600.2	1659	1460	7.71241	0.32131
LOC_Os01g04600.1	1223	1024	23.2876	1.38328
LOC_Os01g04610.1	306	107.463	0	0
LOC_Os01g04620.2	1693	1494	0	0
LOC_Os01g04620.3	1573	1374	25	1.10673
LOC_Os01g04620.1	1576	1377	0	0
LOC_Os01g04630.1	1746	1547	3844	151.14
LOC_Os01g04640.1	886	687	39	3.45298
LOC_Os01g04650.1	3441	3242	1179	22.1201
LOC_Os01g04660.2	1703	1504	0	0
LOC_Os01g04660.1	1577	1378	0	0
LOC_Os01g04670.1	799	600	32	3.24403
LOC_Os01g04680.1	1260	1061	0	0
LOC_Os01g04690.1	204	34.1075	2	3.5667
LOC_Os01g04699.1	564	365	16	2.66633
LOC_Os01g04710.1	1986	1787	12	0.408454
LOC_Os01g04720.2	3869	3670	11.2924	0.187158
LOC_Os01g04720.1	3149	2950	34.7076	0.71563
LOC_Os01g04730.1	705	506	510	61.3065
LOC_Os01g04740.1	381	182	0	0
LOC_Os01g04750.1	1669	1470	3.0246	0.125152
LOC_Os01g04760.1	249	58.3182	0	0
LOC_Os01g04770.1	432	233	0	0
LOC_Os01g04780.1	8220	8021	1.53631	0.0116503
LOC_Os01g04790.1	1911	1712	0	0
LOC_Os01g04800.1	1597	1398	230.975	10.0495
LOC_Os01g04814.3	1970	1771	36.7266	1.26139
LOC_Os01g04814.4	1912	1713	0	0
LOC_Os01g04814.1	1888	1689	2229.27	80.2824
LOC_Os01g04830.1	378	179.001	0	0
LOC_Os01g04840.1	1347	1148	0	0
LOC_Os01g04850.1	873	674	0	0
LOC_Os01g04860.1	1772	1573	1172	45.3195
LOC_Os01g04870.1	2109	1910	208	6.62394
LOC_Os01g04880.1	3280	3081	381.367	7.52902
LOC_Os01g04880.2	2549	2350	14.196	0.367438
LOC_Os01g04900.3	2854	2655	120.435	2.75914
LOC_Os01g04900.2	2877	2678	232.449	5.27963
LOC_Os01g04900.1	2054	1855	4041.55	132.523
LOC_Os01g04910.1	1057	858	217	15.3836
LOC_Os01g04920.2	1853	1654	37.4936	1.37882
LOC_Os01g04920.3	981	782	6.20763	0.482842
LOC_Os01g04920.1	1891	1692	844.299	30.3517
LOC_Os01g04930.1	2451	2252	617	16.6649
LOC_Os01g04950.3	2472	2273	448.72	12.0078
LOC_Os01g04950.1	2778	2579	546.206	12.8823
LOC_Os01g04950.4	3836	3637	115.984	1.93973
LOC_Os01g04950.2	2283	2084	0.0905101	0.00264172
LOC_Os01g04960.1	4374	4175	0	0
LOC_Os01g04970.1	171	24.0032	0	0
LOC_Os01g04980.1	2274	2075	0	0
LOC_Os01g04990.1	1499	1300	244.401	11.4353
LOC_Os01g04990.2	1462	1263	29.5992	1.42549
LOC_Os01g05000.1	654	455	0	0
LOC_Os01g05010.1	1184	985	135	8.33651
LOC_Os01g05020.1	2016	1817	0	0
LOC_Os01g05030.1	2646	2447	0	0
LOC_Os01g05040.1	1434	1235	0	0
LOC_Os01g05050.1	807	608	0	0
LOC_Os01g05060.1	1178	979	1179	73.2517
LOC_Os01g05064.1	659	460	74	9.78499
LOC_Os01g05070.1	1519	1320	345.312	15.912
LOC_Os01g05070.2	1510	1311	31.6884	1.47023
LOC_Os01g05080.1	999	800	1236.93	94.0467
LOC_Os01g05080.2	1382	1183	286.393	14.7253
LOC_Os01g05090.1	1070	871	745.62	52.0698
LOC_Os01g05100.1	1827	1628	40.4421	1.51101
LOC_Os01g05105.1	4813	4614	126	1.66104
LOC_Os01g05120.1	846	647	1	0.0940118
LOC_Os01g05130.1	1027	828	276	20.2752
LOC_Os01g05140.1	657	458	116	15.4056
LOC_Os01g05150.1	802	603	3	0.302615
LOC_Os01g05160.1	504	305	0	0
LOC_Os01g05170.1	673	474	2	0.256648
LOC_Os01g05180.1	1122	923	144.895	9.54857
LOC_Os01g05200.1	2814	2615	0	0
LOC_Os01g05210.1	333	134.061	0	0
LOC_Os01g05220.1	504	305	2	0.398857
LOC_Os01g05240.1	222	42.1033	0	0
LOC_Os01g05250.1	369	170.002	13	4.65132
LOC_Os01g05260.1	522	323	0	0
LOC_Os01g05280.1	357	158.007	1	0.384956
LOC_Os01g05289.1	955	756	279.105	22.456
LOC_Os01g05300.1	159	21.4084	0	0
LOC_Os01g05310.1	970	771	12	0.946702
LOC_Os01g05320.1	4128	3929	0	0
LOC_Os01g05330.1	714	515	0	0
LOC_Os01g05340.1	837	638	0	0
LOC_Os01g05350.1	786	587	0	0
LOC_Os01g05360.1	381	182	0	0
LOC_Os01g05370.1	3255	3056	0	0
LOC_Os01g05380.1	541	342	6	1.06712
LOC_Os01g05390.1	240	52.3196	0	0
LOC_Os01g05400.1	555	356	0	0
LOC_Os01g05410.1	402	203	0	0
LOC_Os01g05420.1	2221	2022	1906	57.3361
LOC_Os01g05430.1	1294	1095	29	1.61091
LOC_Os01g05440.1	1236	1037	13	0.76252
LOC_Os01g05450.1	501	302	8	1.61128
LOC_Os01g05460.1	600	401	19	2.88201
LOC_Os01g05470.1	2567	2368	543	13.9478
LOC_Os01g05480.3	2227	2028	4	0.119972
LOC_Os01g05480.2	1796	1597	0	0
LOC_Os01g05480.1	1870	1671	0	0
LOC_Os01g05490.2	1552	1353	75.7655	3.40612
LOC_Os01g05490.1	1423	1224	15936.2	791.938
LOC_Os01g05500.1	6560	6361	86.277	0.825004
LOC_Os01g05500.2	6649	6450	8719.72	82.2299
LOC_Os01g05510.4	2286	2087	330.121	9.62137
LOC_Os01g05510.5	2219	2020	225.566	6.79216
LOC_Os01g05510.1	1853	1654	0	0
LOC_Os01g05510.3	1920	1721	8.31744	0.293965
LOC_Os01g05510.2	1735	1536	71.9962	2.85105
LOC_Os01g05520.1	677	478	0	0
LOC_Os01g05530.1	2597	2398	813	20.6219
LOC_Os01g05540.1	1603	1404	558	24.1743
LOC_Os01g05550.1	456	257	0	0
LOC_Os01g05560.1	1553	1354	416	18.6879
LOC_Os01g05570.1	480	281	0	0
LOC_Os01g05580.1	534	335	0	0
LOC_Os01g05585.1	195	30.8351	0	0
LOC_Os01g05590.1	1221	1022	2	0.119033
LOC_Os01g05600.1	2973	2774	7.16651	0.15714
